	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
GH102	320	320	1340	1340	157	157	185	185	1046	1046	311	311	669	669	278	278	799	799	55	1338	14	1338	14	55	1718	366	286	1718	286	366	4736	4736	1028	6087	196	196	1028	6087	319	840	2879	682	319	2879	682	1287	840	1287	3815	640	212	640	212	3815	1771	225	4	212	225	212	4	1771	309	217	217	155	155	1334	1039	1039	2011	1334	1006	2011	280	1049	280	256	633	1049	256	633	1006	11086	11086	44	44	285	13	285	13	1393	1393	1700	1540	7108	1700	2835	2835	1540	895	1981	680	680	895	7108	911	1981	11	11	490	3468	3468	523	911	490	2826	523	309	2826	130	130	4653	307	307	282	4653	282	170	170	972	972	256	256	517	7701	517	7701	64	64	4765	4765	1535	1535	2622	251	2622	251	399	399	771	2803	771	2803	1135	4427	1135	925	4427	925	56	301	301	630	630	56	1012	1012	448	448	10401	10401	18933	18933	21054	11373	21054	11373	26498	13506	13506	26498	20846	20846	48166	6632	48166	6632	7583	7583	5704	5704
GH103	280	280	1149	1149	185	185	190	190	1076	1076	371	371	348	348	511	511	1887	1887	52	1178	46	1178	46	52	1885	284	291	1885	291	284	4217	4217	736	4008	105	105	736	4008	248	539	2068	694	248	2068	694	749	539	749	4142	507	162	507	162	4142	1614	366	6	198	366	198	6	1614	1344	148	148	138	138	1084	791	791	1932	1084	1236	1932	177	1145	177	328	319	1145	328	319	1236	9859	9859	68	68	247	6	247	6	1033	1033	1492	1769	9283	1492	2928	2928	1769	984	1512	489	489	984	9283	696	1512	14	14	1896	2855	2855	427	696	1896	1944	427	1344	1944	145	145	3656	200	200	204	3656	204	68	68	884	884	250	250	319	3847	319	3847	50	50	3814	3814	1067	1067	3105	148	3105	148	420	420	854	2136	854	2136	894	3443	894	709	3443	709	1405	268	268	499	499	1405	960	960	565	565	11131	11131	29364	29364	18011	14632	18011	14632	18987	15720	15720	18987	26194	26194	48813	5337	48813	5337	6584	6584	4762	4762
GH105	918	918	11297	11297	77538	77538	23738	23738	39089	39089	16283	16283	30468	30468	27036	27036	7852	7852	67119	434	369	434	369	67119	166	20356	44667	166	44667	20356	16919	16919	267	425	36487	36487	267	425	21385	21121	296	1161	21385	296	1161	335	21121	335	8693	529	283	529	283	8693	35011	813	189	228	813	228	189	35011	79196	20995	20995	243	243	29304	324	324	88	29304	6663	88	38822	28589	38822	12056	30725	28589	12056	30725	6663	654	654	225	225	486	209	486	209	330	330	428	31885	104358	428	14378	14378	31885	402188	55469	37643	37643	402188	104358	35725	55469	220	220	28808	82	82	30772	35725	28808	778	30772	79196	778	275	275	31304	24351	24351	9493	31304	9493	34276	34276	511	511	256	256	237	352	237	352	27916	27916	378	378	374	374	147	724	147	724	24362	24362	11510	323	11510	323	32525	14033	32525	371	14033	371	52772	31736	31736	75566	75566	52772	98886	98886	36250	36250	585654	585654	620776	620776	406850	729573	406850	729573	542782	109356	109356	542782	302957	302957	339592	538033	339592	538033	421915	421915	845593	845593
GH116	0	0	772	772	1517	1517	10	10	2331	2331	35	35	142	142	4	4	17	17	112	0	0	0	0	112	0	134	17	0	17	134	490	490	0	0	76	76	0	0	41	750	0	0	41	0	0	0	750	0	0	0	0	0	0	0	257	1	0	0	1	0	0	257	46	40	40	0	0	84	3	3	0	84	0	0	78	152	78	9	498	152	9	498	0	0	0	0	0	0	0	0	0	0	0	0	505	583	0	62	62	505	0	27	95	95	0	583	209	27	0	0	567	0	0	170	209	567	0	170	46	0	0	0	45	24	24	31	45	31	2976	2976	0	0	0	0	0	0	0	0	31	31	0	0	2	2	0	0	0	0	1296	1296	61	0	61	0	257	151	257	0	151	0	761	50	50	5	5	761	3	3	1450	1450	51	51	11191	11191	5408	1386	5408	1386	178	5	5	178	5832	5832	1729	24133	1729	24133	738	738	898	898
GH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH121	1096	1096	9633	9633	29132	29132	5755	5755	19141	19141	22761	22761	15179	15179	4720	4720	14254	14254	80681	116	161	116	161	80681	80	17551	1971	80	1971	17551	10552	10552	231	307	6254	6254	231	307	29613	22375	107	297	29613	107	297	275	22375	275	12023	201	86	201	86	12023	46562	929	57	193	929	193	57	46562	5254	28727	28727	79	79	13915	119	119	124	13915	7023	124	30899	28854	30899	5455	42513	28854	5455	42513	7023	156	156	215	215	435	190	435	190	242	242	234	22662	79557	234	21427	21427	22662	6118	56294	25482	25482	6118	79557	31924	56294	22	22	22264	61	61	43697	31924	22264	315	43697	5254	315	322	322	34105	18770	18770	19777	34105	19777	18171	18171	229	229	159	159	149	121	149	121	26538	26538	136	136	357	357	119	203	119	203	10299	10299	8755	100	8755	100	28596	10846	28596	170	10846	170	30875	28814	28814	3225	3225	30875	60638	60638	28816	28816	99580	99580	540314	540314	500770	624979	500770	624979	444180	1354808	1354808	444180	373859	373859	106196	536984	106196	536984	346906	346906	825720	825720
GH127	71	71	1271	1271	190	190	500	500	2687	2687	1475	1475	639	639	629	629	1028	1028	315	22	16	22	16	315	10	625	698	10	698	625	2856	2856	16	10	165	165	16	10	3425	2471	25	58	3425	25	58	35	2471	35	2632	67	21	67	21	2632	428	70	23	54	70	54	23	428	264	878	878	17	17	1466	18	18	77	1466	140	77	358	619	358	442	4934	619	442	4934	140	28	28	55	55	107	57	107	57	10	10	40	1116	2898	40	1060	1060	1116	198	704	501	501	198	2898	501	704	34	34	2141	17	17	4856	501	2141	47	4856	264	47	12	12	4239	220	220	857	4239	857	114	114	17	17	8	8	50	4	50	4	692	692	26	26	11	11	0	41	0	41	884	884	942	98	942	98	221	5060	221	35	5060	35	1064	1594	1594	669	669	1064	364	364	1449	1449	8049	8049	37697	37697	26577	12095	26577	12095	48259	107640	107640	48259	9424	9424	6228	4774	6228	4774	35308	35308	63567	63567
GH13	60889	60889	203198	203198	195538	195538	373380	373380	426959	426959	259869	259869	381697	381697	221419	221419	151498	151498	321217	114600	63196	114600	63196	321217	49334	268252	214281	49334	214281	268252	137635	137635	70128	156450	109205	109205	70128	156450	294420	299703	145036	125296	294420	145036	125296	79960	299703	79960	326917	133440	72178	133440	72178	326917	342599	102292	69232	109829	102292	109829	69232	342599	380844	136002	136002	22264	22264	368680	62444	62444	244253	368680	712505	244253	249698	327723	249698	166062	608443	327723	166062	608443	712505	232857	232857	86039	86039	98898	26457	98898	26457	156186	156186	104026	426828	347700	104026	203606	203606	426828	1128308	279345	407848	407848	1128308	347700	305302	279345	186675	186675	701693	68679	68679	371523	305302	701693	166191	371523	380844	166191	34909	34909	281099	227070	227070	165346	281099	165346	215980	215980	34387	34387	157512	157512	237508	108170	237508	108170	154215	154215	151672	151672	52701	52701	43391	223321	43391	223321	332121	332121	231437	469853	231437	469853	276840	226470	276840	152649	226470	152649	466408	287251	287251	399152	399152	466408	359083	359083	348320	348320	5174813	5174813	5037001	5037001	3268667	3862732	3268667	3862732	3838501	2778862	2778862	3838501	3109387	3109387	4543951	4306146	4543951	4306146	6400174	6400174	5228952	5228952
GH130	20	20	830	830	6099	6099	1765	1765	7140	7140	970	970	5674	5674	302	302	1338	1338	19883	2	0	2	0	19883	6	852	375	6	375	852	4440	4440	16	3	391	391	16	3	2568	4457	1	0	2568	1	0	9	4457	9	1053	1	1	1	1	1053	1913	34	0	5	34	5	0	1913	2122	2561	2561	4	4	2255	10	10	2	2255	38	2	3514	3199	3514	1259	6928	3199	1259	6928	38	0	0	5	5	27	0	27	0	1	1	10	2641	13560	10	931	931	2641	39	3726	3092	3092	39	13560	8855	3726	1	1	2078	0	0	1565	8855	2078	0	1565	2122	0	8	8	4765	744	744	1532	4765	1532	4991	4991	3	3	0	0	2	0	2	0	3440	3440	7	7	26	26	0	0	0	0	2078	2078	837	0	837	0	1829	1573	1829	3	1573	3	7104	3182	3182	1800	1800	7104	31785	31785	5149	5149	24895	24895	74626	74626	49866	48348	49866	48348	50682	2699	2699	50682	118645	118645	57577	97424	57577	97424	27377	27377	179540	179540
GH14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH15	47	47	2563	2563	4981	4981	4034	4034	6043	6043	4378	4378	20659	20659	314	314	5429	5429	16860	293	90	293	90	16860	43	7350	276	43	276	7350	3539	3539	42	103	732	732	42	103	8165	11697	286	168	8165	286	168	86	11697	86	1816	388	56	388	56	1816	16312	74	45	198	74	198	45	16312	1595	9003	9003	34	34	3125	112	112	950	3125	207	950	11119	8898	11119	1377	15322	8898	1377	15322	207	153	153	195	195	68	12	68	12	111	111	99	7565	34175	99	3726	3726	7565	155	17716	9864	9864	155	34175	15564	17716	552	552	5612	45	45	8358	15564	5612	226	8358	1595	226	136	136	8872	4161	4161	1274	8872	1274	6215	6215	86	86	602	602	361	58	361	58	9582	9582	229	229	48	48	24	208	24	208	3502	3502	5546	271	5546	271	9189	3059	9189	348	3059	348	12659	5436	5436	836	836	12659	33520	33520	8542	8542	20181	20181	160282	160282	165825	218141	165825	218141	119909	1447	1447	119909	118029	118029	47071	118000	47071	118000	110336	110336	218150	218150
GH16	372	372	8720	8720	3333	3333	4110	4110	13487	13487	2671	2671	3504	3504	1382	1382	3239	3239	4441	2180	417	2180	417	4441	381	1414	2209	381	2209	1414	1635	1635	327	668	1381	1381	327	668	4344	3896	1449	1822	4344	1449	1822	1149	3896	1149	8435	1908	305	1908	305	8435	3903	474	1585	506	474	506	1585	3903	8180	2756	2756	166	166	9374	290	290	1393	9374	1950	1393	1215	7653	1215	1105	10492	7653	1105	10492	1950	1968	1968	921	921	553	35	553	35	904	904	1284	5701	7174	1284	1823	1823	5701	1559	3189	6575	6575	1559	7174	3013	3189	2155	2155	9312	572	572	4103	3013	9312	1358	4103	8180	1358	356	356	2671	2077	2077	2463	2671	2463	3632	3632	366	366	1038	1038	2905	2419	2905	2419	2367	2367	1386	1386	382	382	364	1434	364	1434	3586	3586	9958	2286	9958	2286	5038	1490	5038	2256	1490	2256	9083	1368	1368	17880	17880	9083	9049	9049	7311	7311	206455	206455	98073	98073	150655	77985	150655	77985	37642	9580	9580	37642	76024	76024	162999	91629	162999	91629	89811	89811	105255	105255
GH17	4	4	4	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	10	0	10	28	2	2	28	0	0	3	4	3	4	25	25	0	0
GH18	2100	2100	12600	12600	24431	24431	36640	36640	60122	60122	28502	28502	65070	65070	14430	14430	14825	14825	40149	9044	2139	9044	2139	40149	1674	29755	9491	1674	9491	29755	28331	28331	994	11194	10798	10798	994	11194	11283	31586	14712	10588	11283	14712	10588	1361	31586	1361	41796	3563	2418	3563	2418	41796	48481	1070	1762	2984	1070	2984	1762	48481	11277	15996	15996	1019	1019	67598	5874	5874	6440	67598	11716	6440	23222	44802	23222	10533	85279	44802	10533	85279	11716	7226	7226	1062	1062	2195	1005	2195	1005	4460	4460	8066	47046	41748	8066	29448	29448	47046	8747	28853	22200	22200	8747	41748	55832	28853	12142	12142	41195	4783	4783	34480	55832	41195	8583	34480	11277	8583	1713	1713	46710	17872	17872	22387	46710	22387	24212	24212	738	738	7423	7423	8166	9299	8166	9299	17514	17514	10979	10979	3276	3276	3577	14708	3577	14708	35081	35081	19941	12258	19941	12258	41411	31207	41411	6637	31207	6637	107327	25979	25979	33044	33044	107327	63701	63701	35988	35988	365975	365975	645522	645522	459565	332937	459565	332937	494025	93675	93675	494025	538659	538659	625761	472633	625761	472633	551482	551482	566516	566516
GH19	757	757	6512	6512	13988	13988	11474	11474	5120	5120	1342	1342	10477	10477	8470	8470	9854	9854	15959	3694	1299	3694	1299	15959	1456	3980	7440	1456	7440	3980	2055	2055	348	3539	5836	5836	348	3539	9022	12537	12466	2469	9022	12466	2469	479	12537	479	36818	1006	817	1006	817	36818	13799	655	354	615	655	615	354	13799	38038	3381	3381	785	785	7198	1590	1590	7856	7198	5360	7856	6127	7645	6127	10900	9610	7645	10900	9610	5360	5654	5654	505	505	918	519	918	519	3157	3157	2277	7879	89632	2277	7597	7597	7879	3122	19106	8043	8043	3122	89632	14427	19106	4954	4954	13856	2130	2130	25807	14427	13856	3507	25807	38038	3507	903	903	3585	2171	2171	4141	3585	4141	7219	7219	598	598	606	606	3471	2712	3471	2712	5607	5607	3409	3409	393	393	12942	2231	12942	2231	7981	7981	8186	1968	8186	1968	3660	6434	3660	900	6434	900	15972	6968	6968	10354	10354	15972	40237	40237	6397	6397	322979	322979	139794	139794	230673	111113	230673	111113	127591	52756	52756	127591	225876	225876	78098	145684	78098	145684	103068	103068	238986	238986
GH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH20	62857	62857	87668	87668	94465	94465	92999	92999	164631	164631	79992	79992	231326	231326	33936	33936	71829	71829	210412	80547	59694	80547	59694	210412	23038	113140	22678	23038	22678	113140	68338	68338	57798	82858	34538	34538	57798	82858	116699	173791	68474	88759	116699	68474	88759	49418	173791	49418	95578	52517	42791	52517	42791	95578	230845	79454	38957	56141	79454	56141	38957	230845	138024	84626	84626	17588	17588	144131	32527	32527	164734	144131	696580	164734	183135	167075	183135	52375	225833	167075	52375	225833	696580	141922	141922	40110	40110	56507	12293	56507	12293	51922	51922	61488	142767	344236	61488	88479	88479	142767	1235093	218135	150270	150270	1235093	344236	183865	218135	65639	65639	141401	34238	34238	135768	183865	141401	92813	135768	138024	92813	24607	24607	127447	84666	84666	79851	127447	79851	125758	125758	26446	26446	71970	71970	156541	64272	156541	64272	95197	95197	66119	66119	27971	27971	20697	124900	20697	124900	87591	87591	64107	149182	64107	149182	124495	81879	124495	84294	81879	84294	303304	134474	134474	199525	199525	303304	475738	475738	147352	147352	1542871	1542871	2912520	2912520	2677672	3205826	2677672	3205826	1790600	447620	447620	1790600	2304712	2304712	1084103	1774415	1084103	1774415	1828061	1828061	3189378	3189378
GH23	3801	3801	22266	22266	37503	37503	24857	24857	38489	38489	23839	23839	65996	65996	9902	9902	21743	21743	76615	15883	2718	15883	2718	76615	10245	30690	7663	10245	7663	30690	39388	39388	5061	18232	8123	8123	5061	18232	36132	34354	14468	11615	36132	14468	11615	9083	34354	9083	37595	6855	11003	6855	11003	37595	64338	11460	4608	14146	11460	14146	4608	64338	25952	26417	26417	2685	2685	35388	11678	11678	21332	35388	22355	21332	56066	39736	56066	15492	53091	39736	15492	53091	22355	46083	46083	8720	8720	10948	6513	10948	6513	10802	10802	14635	40317	127956	14635	34255	34255	40317	20591	61295	39163	39163	20591	127956	56718	61295	11687	11687	40615	13111	13111	35531	56718	40615	19006	35531	25952	19006	3421	3421	56064	20240	20240	28782	56064	28782	27188	27188	5649	5649	11214	11214	26408	21882	26408	21882	25363	25363	33066	33066	9430	9430	15286	16472	15286	16472	27715	27715	30140	41872	30140	41872	43298	48544	43298	15174	48544	15174	94282	38244	38244	21322	21322	94282	134125	134125	38324	38324	402779	402779	916726	916726	628061	812726	628061	812726	634737	270251	270251	634737	625326	625326	491109	620599	491109	620599	548059	548059	1162731	1162731
GH26	42560	42560	26840	26840	43079	43079	44463	44463	44055	44055	56220	56220	63722	63722	34872	34872	24936	24936	69685	11952	40085	11952	40085	69685	5891	25400	36932	5891	36932	25400	15594	15594	30916	34754	17649	17649	30916	34754	35468	38689	11133	20428	35468	11133	20428	20763	38689	20763	25407	9912	5375	9912	5375	25407	49664	48560	7191	5168	48560	5168	7191	49664	99199	19118	19118	5079	5079	100296	14162	14162	17934	100296	391850	17934	26190	55035	26190	40116	45368	55035	40116	45368	391850	51341	51341	4890	4890	23853	9903	23853	9903	7643	7643	12058	51725	47758	12058	25842	25842	51725	529980	28006	204274	204274	529980	47758	65365	28006	16171	16171	244686	7462	7462	39946	65365	244686	21748	39946	99199	21748	9706	9706	23464	31126	31126	48438	23464	48438	31109	31109	21433	21433	15895	15895	13589	30835	13589	30835	28214	28214	13782	13782	5168	5168	5508	26882	5508	26882	79104	79104	48001	13408	48001	13408	43530	29040	43530	8711	29040	8711	72131	46834	46834	77308	77308	72131	103075	103075	80942	80942	863648	863648	803111	803111	661656	543858	661656	543858	682606	325174	325174	682606	555752	555752	1468484	1122249	1468484	1122249	891035	891035	693990	693990
GH27	0	0	1939	1939	1020	1020	1363	1363	3652	3652	1162	1162	1539	1539	116	116	247	247	4148	0	0	0	0	4148	0	1299	76	0	76	1299	943	943	0	0	234	234	0	0	315	2523	8	0	315	8	0	0	2523	0	144	0	0	0	0	144	974	0	0	0	0	0	0	974	222	403	403	0	0	5328	5	5	0	5328	3	0	814	305	814	1068	3031	305	1068	3031	3	0	0	0	0	0	0	0	0	0	0	0	1312	3948	0	86	86	1312	4	1104	1604	1604	4	3948	2542	1104	0	0	1481	0	0	1454	2542	1481	0	1454	222	0	0	0	2360	232	232	390	2360	390	2097	2097	1	1	0	0	0	0	0	0	167	167	0	0	4	4	0	0	0	0	6514	6514	464	0	464	0	487	2304	487	0	2304	0	4627	3424	3424	201	201	4627	911	911	4807	4807	11539	11539	24297	24297	6282	18325	6282	18325	12069	25	25	12069	8287	8287	3460	21661	3460	21661	7219	7219	45743	45743
GH28	207	207	5697	5697	6897	6897	5968	5968	3911	3911	3930	3930	5498	5498	9293	9293	4884	4884	8184	401	111	401	111	8184	172	2357	5553	172	5553	2357	658	658	123	396	5666	5666	123	396	939	4419	447	1668	939	447	1668	121	4419	121	20615	774	257	774	257	20615	3214	229	227	251	229	251	227	3214	3224	5168	5168	184	184	18569	280	280	132	18569	998	132	4276	9812	4276	6148	12276	9812	6148	12276	998	842	842	283	283	235	147	235	147	410	410	329	10572	6516	329	3666	3666	10572	813	7050	8188	8188	813	6516	5781	7050	258	258	8647	119	119	6844	5781	8647	660	6844	3224	660	273	273	5566	5188	5188	3535	5566	3535	3878	3878	446	446	258	258	397	239	397	239	3771	3771	263	263	370	370	171	1097	171	1097	5910	5910	4300	408	4300	408	7689	2420	7689	555	2420	555	10314	7375	7375	17312	17312	10314	1656	1656	9246	9246	290668	290668	156796	156796	69883	94231	69883	94231	86849	53052	53052	86849	42100	42100	249204	94909	249204	94909	237066	237066	75683	75683
GH29	7630	7630	40875	40875	54408	54408	47398	47398	90027	90027	61036	61036	124816	124816	17302	17302	43742	43742	171762	30604	21583	30604	21583	171762	11286	78415	14365	11286	14365	78415	41271	41271	8653	44087	16346	16346	8653	44087	83674	86679	41371	32908	83674	41371	32908	16969	86679	16969	70837	19841	15130	19841	15130	70837	133089	7555	21853	26651	7555	26651	21853	133089	56312	53958	53958	7886	7886	83020	15210	15210	78703	83020	27865	78703	95602	106481	95602	36228	122794	106481	36228	122794	27865	61454	61454	21016	21016	14888	5847	14888	5847	30883	30883	24108	107874	252770	24108	48405	48405	107874	27308	135564	92445	92445	27308	252770	84322	135564	46845	46845	99811	16914	16914	97987	84322	99811	53947	97987	56312	53947	8271	8271	86431	54817	54817	29348	86431	29348	71468	71468	5414	5414	33649	33649	74905	29927	74905	29927	61202	61202	37158	37158	13566	13566	12875	59953	12875	59953	54695	54695	35824	100683	35824	100683	89728	68343	89728	33687	68343	33687	184300	96637	96637	79586	79586	184300	244459	244459	82841	82841	728763	728763	1817600	1817600	1252172	2023215	1252172	2023215	1155424	204411	204411	1155424	1217964	1217964	733947	1314246	733947	1314246	1329859	1329859	2040175	2040175
GH3	61683	61683	113917	113917	185152	185152	174282	174282	288267	288267	183447	183447	480363	480363	148994	148994	88265	88265	362938	19151	36178	19151	36178	362938	9854	195385	148418	9854	148418	195385	110449	110449	46085	36859	87981	87981	46085	36859	203535	147196	15557	22668	203535	15557	22668	24743	147196	24743	181771	14389	9164	14389	9164	181771	330704	76940	11873	6884	76940	6884	11873	330704	425363	127288	127288	5695	5695	221063	16811	16811	19484	221063	736268	19484	303090	244415	303090	77289	405250	244415	77289	405250	736268	162375	162375	9646	9646	43577	69295	43577	69295	12183	12183	19059	224632	294968	19059	118869	118869	224632	1270112	227797	196096	196096	1270112	294968	315988	227797	16578	16578	281833	9400	9400	268779	315988	281833	30261	268779	425363	30261	13129	13129	198007	133611	133611	210481	198007	210481	193862	193862	22816	22816	99689	99689	28147	27276	28147	27276	102023	102023	17094	17094	6709	6709	8993	39614	8993	39614	300811	300811	102251	36916	102251	36916	257621	138040	257621	19686	138040	19686	505458	217743	217743	348159	348159	505458	759214	759214	249163	249163	2516703	2516703	4743651	4743651	3421631	2634443	3421631	2634443	3274199	1749330	1749330	3274199	2432418	2432418	2027229	3076036	2027229	3076036	3616492	3616492	6022487	6022487
