	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
1.8.2.3	0	0	3	3	4	4	13	13	1	1	1	1	241	241	3	3	52	52	4	0	0	0	0	4	0	104	29	0	29	104	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	56	0	0	0	0	0	0	56	187	3	3	0	0	114	0	0	0	114	0	0	122	14	122	6	219	14	6	219	0	0	0	0	0	1	0	1	0	0	0	0	10	1	0	2	2	10	2	666	16	16	2	1	98	666	0	0	27	0	0	158	98	27	0	158	187	0	0	0	8	103	103	124	8	124	1	1	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	5	5	101	0	101	0	111	4	111	0	4	0	8	7	7	251	251	8	5	5	6	6	198	198	5694	5694	6818	1355	6818	1355	58	4	4	58	2382	2382	808	1785	808	1785	88	88	203	203
1.8.2.4	0	0	3	3	0	0	21	21	21	21	31	31	0	0	6	6	104	104	1	2	0	2	0	1	0	8	1	0	1	8	9	9	0	2	0	0	0	2	1	3	1	0	1	1	0	0	3	0	0	2	0	2	0	0	11	0	1	1	0	1	1	11	0	110	110	1	1	3	0	0	0	3	3	0	1	2	1	4	82	2	4	82	3	1	1	1	1	0	1	0	1	0	0	0	24	0	0	0	0	24	3	4	2	2	3	0	3	4	0	0	20	1	1	28	3	20	0	28	0	0	0	0	52	0	0	0	52	0	7	7	0	0	1	1	4	1	4	1	6	6	0	0	0	0	0	0	0	0	13	13	73	2	73	2	1	56	1	3	56	3	163	12	12	0	0	163	0	0	0	0	3	3	125	125	12	271	12	271	5	122	122	5	34	34	6	29	6	29	241	241	0	0
1.8.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0
1.8.3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	1	1	0	0	1	1	2	1	2	1	1	11	11	1	0	0	21	1	21	1	1	1	1	1
1.8.3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.3.7	42	42	6	6	3	3	4	4	3	3	2	2	4	4	0	0	10	10	0	204	118	204	118	0	32	0	1	32	1	0	0	0	61	226	0	0	61	226	6	0	342	178	6	342	178	284	0	284	0	176	140	176	140	0	6	185	422	122	185	122	422	6	0	0	0	26	26	3	77	77	730	3	90	730	14	2	14	0	1	2	0	1	90	616	616	194	194	145	8	145	8	235	235	143	9	44	143	18	18	9	130	1	0	0	130	44	3	1	879	879	1	220	220	0	3	1	350	0	0	350	18	18	7	9	9	0	7	0	0	0	72	72	361	361	954	241	954	241	0	0	497	497	143	143	22	333	22	333	2	2	1	649	1	649	0	0	0	322	0	322	116	0	0	26	26	116	0	0	0	0	161	161	66	66	8	965	8	965	121	38	38	121	118	118	128	44	128	44	0	0	288	288
1.8.4.10	891	891	22495	22495	19135	19135	29467	29467	36407	36407	34609	34609	115956	115956	4591	4591	14074	14074	42803	2731	211	2731	211	42803	1217	36903	11945	1217	11945	36903	17832	17832	1601	7479	7907	7907	1601	7479	24423	38814	2507	1107	24423	2507	1107	1246	38814	1246	23267	1482	529	1482	529	23267	82632	762	922	690	762	690	922	82632	31475	27152	27152	257	257	38834	1214	1214	294	38834	5833	294	55499	49404	55499	12348	62403	49404	12348	62403	5833	8534	8534	885	885	969	120	969	120	1229	1229	1058	45695	73226	1058	24748	24748	45695	4261	48921	32807	32807	4261	73226	82425	48921	96	96	50982	1705	1705	51659	82425	50982	3330	51659	31475	3330	730	730	44128	20121	20121	33575	44128	33575	22749	22749	103	103	1859	1859	487	5600	487	5600	22841	22841	2690	2690	1523	1523	2589	1798	2589	1798	23590	23590	24493	1987	24493	1987	44463	25425	44463	1515	25425	1515	132519	39652	39652	23162	23162	132519	151363	151363	36065	36065	351240	351240	1021417	1021417	789603	564045	789603	564045	798353	101909	101909	798353	480780	480780	459150	523177	459150	523177	830828	830828	1024522	1024522
1.8.4.11	3096	3096	9717	9717	9860	9860	17315	17315	21611	21611	7238	7238	18435	18435	6902	6902	7909	7909	14353	17437	5829	17437	5829	14353	7429	9409	2690	7429	2690	9409	7698	7698	6039	20555	2185	2185	6039	20555	6527	15036	21877	16693	6527	21877	16693	11985	15036	11985	9606	8237	12794	8237	12794	9606	23292	5378	8684	18474	5378	18474	8684	23292	7070	5230	5230	3435	3435	9982	9023	9023	29009	9982	11185	29009	14974	12349	14974	3003	23488	12349	3003	23488	11185	38422	38422	11097	11097	9162	5033	9162	5033	13591	13591	11921	13062	33862	11921	9091	9091	13062	11604	14626	13828	13828	11604	33862	16289	14626	25581	25581	16554	15093	15093	14845	16289	16554	22171	14845	7070	22171	4312	4312	14289	8993	8993	6576	14289	6576	8937	8937	3704	3704	17730	17730	30848	20382	30848	20382	4178	4178	28407	28407	8342	8342	8370	22034	8370	22034	9329	9329	12572	37921	12572	37921	8700	12289	8700	23297	12289	23297	17409	9107	9107	4827	4827	17409	38711	38711	12658	12658	240703	240703	282660	282660	156478	431130	156478	431130	190681	372135	372135	190681	200277	200277	120445	229507	120445	229507	110112	110112	257375	257375
1.8.4.12	2914	2914	9402	9402	9849	9849	17302	17302	21612	21612	7262	7262	18546	18546	6943	6943	7529	7529	14357	16786	5751	16786	5751	14357	7355	9378	2637	7355	2637	9378	6121	6121	6018	20167	2167	2167	6018	20167	6481	14958	21618	16474	6481	21618	16474	11933	14958	11933	8416	8068	12722	8068	12722	8416	22383	5366	8702	18449	5366	18449	8702	22383	7056	5246	5246	3416	3416	9818	8924	8924	28986	9818	9705	28986	15009	12306	15009	2982	23461	12306	2982	23461	9705	38572	38572	10950	10950	8911	5018	8911	5018	13423	13423	11436	12878	33675	11436	8268	8268	12878	10412	14864	13747	13747	10412	33675	16125	14864	25707	25707	16554	15069	15069	14766	16125	16554	22177	14766	7056	22177	4225	4225	12663	8990	8990	6568	12663	6568	8952	8952	3819	3819	17306	17306	30352	20379	30352	20379	4190	4190	28600	28600	8309	8309	8472	21579	8472	21579	9357	9357	12396	37790	12396	37790	8355	10233	8355	22854	10233	22854	17431	9126	9126	4788	4788	17431	38566	38566	12558	12558	236137	236137	279333	279333	151541	430876	151541	430876	182284	288242	288242	182284	199604	199604	100493	228607	100493	228607	109964	109964	257176	257176
1.8.4.14	432	432	3929	3929	2901	2901	5703	5703	5378	5378	3959	3959	15321	15321	2204	2204	3030	3030	9696	3995	909	3995	909	9696	843	4465	980	843	980	4465	3337	3337	887	2281	481	481	887	2281	4144	5483	2544	3587	4144	2544	3587	1495	5483	1495	5459	2365	2529	2365	2529	5459	10611	1017	930	3002	1017	3002	930	10611	4327	3140	3140	514	514	5643	1262	1262	7160	5643	1222	7160	7109	7630	7109	1067	9056	7630	1067	9056	1222	6424	6424	1575	1575	1746	845	1746	845	2364	2364	2170	5896	19045	2170	3466	3466	5896	12737	11842	5549	5549	12737	19045	10189	11842	4001	4001	6006	1952	1952	7749	10189	6006	3759	7749	4327	3759	629	629	9549	3635	3635	2639	9549	2639	3244	3244	270	270	3772	3772	7145	1942	7145	1942	2591	2591	2616	2616	1199	1199	885	6064	885	6064	2936	2936	6126	4926	6126	4926	6713	7434	6713	5151	7434	5151	18195	4296	4296	7095	7095	18195	24880	24880	3878	3878	87657	87657	164899	164899	134574	166129	134574	166129	118694	30415	30415	118694	97416	97416	67141	102989	67141	102989	97726	97726	197394	197394
1.8.4.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	458	0	0	0	0	458	1	6	0	0	6	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	5	0	0	17	0	5	5	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	1	0	1	0	0	0	0	0	0	0	0	30	30	254	254	0	1	1	3	3	1101	1101	0	0	385	5	385	5	1	7	7	1	658	658	213	3	213	3	2	2	2	2
1.8.4.8	891	891	22495	22495	19135	19135	29467	29467	36407	36407	34609	34609	115956	115956	4591	4591	14074	14074	42803	2731	211	2731	211	42803	1217	36903	11945	1217	11945	36903	17832	17832	1601	7479	7907	7907	1601	7479	24423	38814	2507	1107	24423	2507	1107	1246	38814	1246	23267	1482	529	1482	529	23267	82632	762	922	690	762	690	922	82632	31475	27152	27152	257	257	38834	1214	1214	294	38834	5833	294	55499	49404	55499	12348	62403	49404	12348	62403	5833	8534	8534	885	885	969	120	969	120	1229	1229	1058	45695	73226	1058	24748	24748	45695	4261	48921	32807	32807	4261	73226	82425	48921	96	96	50982	1705	1705	51659	82425	50982	3330	51659	31475	3330	730	730	44128	20121	20121	33575	44128	33575	22749	22749	103	103	1859	1859	487	5600	487	5600	22841	22841	2690	2690	1523	1523	2589	1798	2589	1798	23590	23590	24493	1987	24493	1987	44463	25425	44463	1515	25425	1515	132519	39652	39652	23162	23162	132519	151363	151363	36065	36065	351240	351240	1021417	1021417	789603	564045	789603	564045	798353	101909	101909	798353	480780	480780	459150	523177	459150	523177	830828	830828	1024522	1024522
1.8.4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.5.2	654	654	275	275	685	685	547	547	924	924	275	275	577	577	235	235	133	133	2316	2091	1522	2091	1522	2316	373	334	94	373	94	334	1098	1098	534	4437	136	136	534	4437	1353	1015	2900	1628	1353	2900	1628	482	1015	482	74	1357	550	1357	550	74	185	181	2316	539	181	539	2316	185	360	154	154	389	389	523	1892	1892	2208	523	6024	2208	466	455	466	309	839	455	309	839	6024	2709	2709	1032	1032	783	657	783	657	1481	1481	2538	852	1881	2538	1395	1395	852	2951	390	826	826	2951	1881	1367	390	1419	1419	799	262	262	236	1367	799	3999	236	360	3999	506	506	220	253	253	138	220	138	1116	1116	509	509	2848	2848	5099	2149	5099	2149	675	675	629	629	599	599	614	5095	614	5095	1867	1867	340	10112	340	10112	445	1560	445	3525	1560	3525	398	346	346	575	575	398	6268	6268	1085	1085	13449	13449	7198	7198	8565	19640	8565	19640	17985	1569	1569	17985	17671	17671	3975	20542	3975	20542	5834	5834	13399	13399
1.8.5.3	763	763	7544	7544	1057	1057	2271	2271	4065	4065	2525	2525	4853	4853	4411	4411	5877	5877	2019	1314	460	1314	460	2019	702	3331	2575	702	2575	3331	48183	48183	382	1215	1221	1221	382	1215	2137	6714	723	2206	2137	723	2206	503	6714	503	37993	495	613	495	613	37993	16174	539	1073	731	539	731	1073	16174	4699	1512	1512	232	232	8128	764	764	1392	8128	2687	1392	1766	4226	1766	1494	4189	4226	1494	4189	2687	7564	7564	440	440	645	84	645	84	2245	2245	1747	5479	14246	1747	33376	33376	5479	2272	7673	3486	3486	2272	14246	4186	7673	1169	1169	3377	1746	1746	3054	4186	3377	1778	3054	4699	1778	684	684	34667	1399	1399	1161	34667	1161	1254	1254	588	588	599	599	955	1394	955	1394	1044	1044	2904	2904	887	887	3893	1022	3893	1022	1624	1624	6027	791	6027	791	7699	40402	7699	908	40402	908	2868	1328	1328	3850	3850	2868	10265	10265	2672	2672	105228	105228	123362	123362	293582	69092	293582	69092	156454	123367	123367	156454	51121	51121	269724	33678	269724	33678	39926	39926	50716	50716
1.8.5.4	20	20	398	398	221	221	234	234	490	490	146	146	1442	1442	58	58	402	402	1732	79	0	79	0	1732	4	556	109	4	109	556	296	296	167	929	245	245	167	929	484	1653	308	55	484	308	55	136	1653	136	71	78	7	78	7	71	606	10	0	8	10	8	0	606	678	7	7	4	4	348	99	99	48	348	142	48	560	795	560	149	776	795	149	776	142	1706	1706	3	3	29	0	29	0	235	235	107	1136	675	107	261	261	1136	88	1323	1201	1201	88	675	417	1323	0	0	453	524	524	562	417	453	255	562	678	255	2	2	329	240	240	340	329	340	411	411	0	0	29	29	10	1145	10	1145	124	124	487	487	276	276	180	52	180	52	429	429	402	162	402	162	860	164	860	119	164	119	517	220	220	532	532	517	416	416	284	284	8016	8016	11204	11204	24243	11807	24243	11807	4929	941	941	4929	37645	37645	4382	10031	4382	10031	11035	11035	1797	1797
1.8.5.5	152	152	1177	1177	211	211	977	977	7265	7265	1003	1003	3403	3403	1431	1431	1327	1327	1584	204	422	204	422	1584	151	3511	1308	151	1308	3511	734	734	93	277	353	353	93	277	2309	5283	111	505	2309	111	505	118	5283	118	3055	171	79	171	79	3055	3194	173	296	97	173	97	296	3194	651	1625	1625	39	39	1711	79	79	409	1711	706	409	815	1464	815	1685	2261	1464	1685	2261	706	1145	1145	96	96	156	27	156	27	367	367	328	2115	875	328	1573	1573	2115	446	1611	1467	1467	446	875	451	1611	303	303	2686	24	24	3456	451	2686	496	3456	651	496	203	203	694	1434	1434	301	694	301	531	531	47	47	114	114	256	135	256	135	651	651	8129	8129	218	218	137	322	137	322	1147	1147	2367	295	2367	295	715	389	715	87	389	87	10187	578	578	1700	1700	10187	962	962	980	980	27556	27556	45248	45248	20688	14248	20688	14248	7717	11907	11907	7717	27671	27671	10149	9812	10149	9812	39977	39977	15923	15923
1.8.5.6	1	1	166	166	18	18	284	284	292	292	168	168	429	429	24	24	135	135	178	6	4	6	4	178	2	302	28	2	28	302	32	32	0	1	6	6	0	1	108	1639	10	4	108	10	4	4	1639	4	75	0	6	0	6	75	441	19	2	9	19	9	2	441	60	29	29	0	0	173	1	1	20	173	0	20	176	136	176	14	373	136	14	373	0	4	4	3	3	7	9	7	9	4	4	3	260	65	3	37	37	260	2	197	235	235	2	65	197	197	16	16	237	3	3	189	197	237	1	189	60	1	0	0	105	60	60	87	105	87	13	13	0	0	26	26	5	1	5	1	28	28	1	1	0	0	1	6	1	6	54	54	95	15	95	15	181	39	181	16	39	16	406	111	111	141	141	406	482	482	104	104	1244	1244	4285	4285	1830	1131	1830	1131	878	2	2	878	3595	3595	1107	1684	1107	1684	2743	2743	3930	3930
1.8.5.7	81	81	1279	1279	1008	1008	3364	3364	2136	2136	1515	1515	1936	1936	747	747	910	910	4193	267	162	267	162	4193	282	3861	541	282	541	3861	4476	4476	317	471	303	303	317	471	1029	352	993	319	1029	993	319	400	352	400	11896	446	113	446	113	11896	4705	100	640	515	100	515	640	4705	549	1535	1535	142	142	4811	117	117	679	4811	424	679	245	1034	245	901	3551	1034	901	3551	424	748	748	368	368	501	268	501	268	400	400	455	1966	4596	455	2827	2827	1966	411	2944	544	544	411	4596	904	2944	115	115	3471	168	168	3703	904	3471	646	3703	549	646	252	252	5319	818	818	2249	5319	2249	278	278	411	411	1377	1377	293	105	293	105	684	684	240	240	73	73	64	1094	64	1094	989	989	1789	798	1789	798	2802	5862	2802	468	5862	468	945	772	772	3788	3788	945	1138	1138	1465	1465	19917	19917	36763	36763	29808	56526	29808	56526	62264	9922	9922	62264	22825	22825	59210	27522	59210	27522	65679	65679	52756	52756
1.8.5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.7.1	378	378	2806	2806	1546	1546	3214	3214	3170	3170	1249	1249	1418	1418	1175	1175	2092	2092	5273	1299	386	1299	386	5273	1689	2509	8564	1689	8564	2509	8829	8829	1447	8008	475	475	1447	8008	1362	3937	2712	1724	1362	2712	1724	1925	3937	1925	8877	1637	777	1637	777	8877	6968	396	1174	1897	396	1897	1174	6968	1814	839	839	317	317	2205	1520	1520	2363	2205	1527	2363	946	4134	946	752	3142	4134	752	3142	1527	11870	11870	787	787	932	733	932	733	2154	2154	2410	4136	14514	2410	6532	6532	4136	1617	3041	1174	1174	1617	14514	2520	3041	4598	4598	2235	3064	3064	1725	2520	2235	5317	1725	1814	5317	583	583	6734	481	481	621	6734	621	967	967	535	535	2611	2611	2715	7625	2715	7625	1765	1765	5521	5521	1999	1999	1734	2925	1734	2925	1751	1751	2323	5748	2323	5748	3193	8693	3193	3166	8693	3166	4061	2550	2550	8802	8802	4061	9837	9837	3257	3257	75079	75079	63803	63803	61985	106966	61985	106966	63487	19554	19554	63487	27682	27682	98588	49319	98588	49319	40557	40557	53602	53602
1.8.7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8.7.3	2883	2883	16535	16535	17014	17014	27312	27312	53146	53146	20136	20136	47974	47974	5908	5908	17011	17011	24798	2482	2204	2482	2204	24798	1521	27930	7623	1521	7623	27930	15721	15721	619	3304	9754	9754	619	3304	27280	30383	3322	3429	27280	3322	3429	2127	30383	2127	17598	2294	4842	2294	4842	17598	51943	1990	2315	4214	1990	4214	2315	51943	6033	15153	15153	561	561	31360	2785	2785	4471	31360	26951	4471	19197	39797	19197	9132	42574	39797	9132	42574	26951	7831	7831	1215	1215	1915	3185	1915	3185	3679	3679	5506	38576	20574	5506	17330	17330	38576	14031	29461	28078	28078	14031	20574	23873	29461	11401	11401	34459	1186	1186	35538	23873	34459	7617	35538	6033	7617	1009	1009	25394	10688	10688	20807	25394	20807	17210	17210	1698	1698	4339	4339	6537	2483	6537	2483	14182	14182	4023	4023	1305	1305	247	5085	247	5085	27087	27087	19682	10612	19682	10612	26650	23294	26650	3210	23294	3210	47721	16677	16677	20332	20332	47721	44189	44189	31801	31801	246750	246750	580867	580867	335290	588128	335290	588128	323919	88108	88108	323919	567777	567777	294608	459492	294608	459492	657357	657357	511171	511171
1.8.98.1	0	0	150	150	5	5	2	2	20	20	39	39	18	18	7	7	164	164	0	0	0	0	0	0	0	19	1	0	1	19	2	2	0	0	100	100	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	588	0	0	0	0	0	0	588	13	3	3	0	0	32	0	0	0	32	1	0	14	43	14	73	54	43	73	54	1	0	0	0	0	0	0	0	0	0	0	0	57	11	0	5	5	57	0	25	1	1	0	11	97	25	0	0	272	0	0	73	97	272	0	73	13	0	0	0	131	14	14	86	131	86	6	6	0	0	0	0	0	0	0	0	7	7	0	0	1	1	0	0	0	0	6	6	71	0	71	0	9	11	9	0	11	0	17	68	68	40	40	17	2	2	47	47	103	103	276	276	302	306	302	306	594	325	325	594	2563	2563	1366	1875	1366	1875	269	269	169	169
