	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
ko00199	448	448	396	396	89	89	40	40	59	59	19	19	21	21	22	22	136	136	489	16	315	16	315	489	47	20	23	47	23	20	189	189	158	57	11	11	158	57	250	102	9	40	250	9	40	113	102	113	137	7	13	7	13	137	330	402	7	44	402	44	7	330	25	19	19	15	15	154	31	31	2	154	4361	2	137	64	137	22	85	64	22	85	4361	104	104	73	73	206	15	206	15	9	9	57	65	194	57	123	123	65	2432	16	60	60	2432	194	113	16	5	5	31	19	19	604	113	31	116	604	25	116	68	68	500	78	78	188	500	188	27	27	141	141	24	24	7	40	7	40	89	89	66	66	14	14	7	31	7	31	207	207	24	17	24	17	71	190	71	13	190	13	195	47	47	51	51	195	155	155	67	67	3593	3593	1263	1263	9311	971	9311	971	819	10456	10456	819	674	674	2872	1387	2872	1387	1900	1900	1428	1428
ko00535	71	71	11	11	5	5	0	0	1	1	2	2	4	4	13	13	48	48	35	8	40	8	40	35	16	1	2	16	2	1	7	7	36	24	1	1	36	24	16	30	6	64	16	6	64	62	30	62	2	8	5	8	5	2	18	93	3	22	93	22	3	18	4	1	1	3	3	12	33	33	5	12	227	5	10	0	10	2	0	0	2	0	227	35	35	14	14	80	12	80	12	4	4	39	7	200	39	29	29	7	156	0	7	7	156	200	0	0	4	4	18	12	12	1	0	18	4	1	4	4	181	181	3	5	5	43	3	43	25	25	9	9	11	11	7	11	7	11	9	9	29	29	3	3	3	15	3	15	120	120	20	7	20	7	10	2	10	2	2	2	0	60	60	17	17	0	0	0	11	11	811	811	35	35	1521	392	1521	392	277	4455	4455	277	316	316	496	517	496	517	701	701	463	463
ko00536	50892	50892	70643	70643	148474	148474	94827	94827	177015	177015	97174	97174	162315	162315	61727	61727	72793	72793	208540	83123	38910	83123	38910	208540	37865	152000	44145	37865	44145	152000	48576	48576	61964	122209	37836	37836	61964	122209	140987	100579	79171	123311	140987	79171	123311	66486	100579	66486	115577	43530	65184	43530	65184	115577	234083	97049	34841	85507	97049	85507	34841	234083	60265	98198	98198	22172	22172	162869	73914	73914	129513	162869	572086	129513	141612	169719	141612	55953	248658	169719	55953	248658	572086	190856	190856	61819	61819	57438	43864	57438	43864	127289	127289	64609	145013	280991	64609	94086	94086	145013	520404	180534	148912	148912	520404	280991	140569	180534	136794	136794	164679	60974	60974	191815	140569	164679	133256	191815	60265	133256	30489	30489	163917	116732	116732	93480	163917	93480	88846	88846	36314	36314	59550	59550	209079	117062	209079	117062	97912	97912	119147	119147	35289	35289	70319	109204	70319	109204	151948	151948	78453	207701	78453	207701	144288	88347	144288	109345	88347	109345	228739	112630	112630	87186	87186	228739	271316	271316	134731	134731	1797212	1797212	2432505	2432505	2206097	3405988	2206097	3405988	2264620	2056087	2056087	2264620	1836827	1836827	1707273	2320945	1707273	2320945	2161058	2161058	2772669	2772669
ko00537	56232	56232	53475	53475	72443	72443	72218	72218	95660	95660	72178	72178	148374	148374	63364	63364	56574	56574	166779	45810	40975	45810	40975	166779	17253	70684	45482	17253	45482	70684	67222	67222	49227	51082	31242	31242	49227	51082	87349	101571	31570	54121	87349	31570	54121	35220	101571	35220	100581	31141	26717	31141	26717	100581	158425	75734	20437	28471	75734	28471	20437	158425	156156	69288	69288	11271	11271	110890	22130	22130	85907	110890	650848	85907	116050	115220	116050	38425	143456	115220	38425	143456	650848	102854	102854	24610	24610	43481	8986	43481	8986	30316	30316	33713	113996	263390	33713	78259	78259	113996	721179	159450	112709	112709	721179	263390	122747	159450	27836	27836	121550	21546	21546	126281	122747	121550	57996	126281	156156	57996	17114	17114	123794	79667	79667	57325	123794	57325	67109	67109	21926	21926	39921	39921	82376	41597	82376	41597	69614	69614	36194	36194	18131	18131	17579	66723	17579	66723	77296	77296	50492	72208	50492	72208	100146	75330	100146	50407	75330	50407	209204	93808	93808	143348	143348	209204	270037	270037	104426	104426	1431968	1431968	2046759	2046759	2017878	1902990	2017878	1902990	1559279	1273324	1273324	1559279	1580122	1580122	1237999	1454485	1237999	1454485	1492113	1492113	2237906	2237906
ko01000	10636610	10636610	20501706	20501706	23015687	23015687	33804100	33804100	43635194	43635194	25002303	25002303	50922239	50922239	21676403	21676403	18142687	18142687	39872132	11906763	11343365	11906763	11343365	39872132	5173993	31747235	18888642	5173993	18888642	31747235	18792687	18792687	9674803	19084183	12039437	12039437	9674803	19084183	28239232	31456514	14119970	16206125	28239232	14119970	16206125	8250996	31456514	8250996	34268246	7865132	6959071	7865132	6959071	34268246	48532957	15594351	6754037	8463806	15594351	8463806	6754037	48532957	51355494	17827062	17827062	2913867	2913867	41750441	11884498	11884498	19529215	41750441	130858796	19529215	33152254	36384641	33152254	15385429	58398932	36384641	15385429	58398932	130858796	31163845	31163845	6173346	6173346	10774880	5665515	10774880	5665515	9204950	9204950	10793682	45238914	60020973	10793682	24487383	24487383	45238914	159086417	40484014	32902943	32902943	159086417	60020973	35720730	40484014	16728760	16728760	49398635	7664689	7664689	39865905	35720730	49398635	18031220	39865905	51355494	18031220	4226994	4226994	36728543	23707444	23707444	18512749	36728543	18512749	22420280	22420280	7470005	7470005	13102404	13102404	19854350	16558837	19854350	16558837	19324213	19324213	15082701	15082701	5400043	5400043	6712465	22633707	6712465	22633707	35862695	35862695	24943220	27536755	24943220	27536755	33185402	26870540	33185402	13598607	26870540	13598607	64386788	30931572	30931572	43282533	43282533	64386788	61745111	61745111	36493991	36493991	554345291	554345291	633588552	633588552	457983063	572593298	457983063	572593298	511762162	279185351	279185351	511762162	448286500	448286500	484881496	456565721	484881496	456565721	663007547	663007547	661060097	661060097
ko01001	134486	134486	353358	353358	393525	393525	638971	638971	727255	727255	453784	453784	787618	787618	343587	343587	321165	321165	690265	172742	141935	172742	141935	690265	63148	547790	321907	63148	321907	547790	391242	391242	143532	753851	216121	216121	143532	753851	400091	560652	193082	189728	400091	193082	189728	127988	560652	127988	620366	111944	128282	111944	128282	620366	799927	285670	217408	161503	285670	161503	217408	799927	945719	329220	329220	37123	37123	669016	95490	95490	325791	669016	1331502	325791	509801	644357	509801	252032	878000	644357	252032	878000	1331502	357538	357538	117683	117683	169051	50668	169051	50668	137048	137048	150034	731644	1020281	150034	438827	438827	731644	2838240	698326	575966	575966	2838240	1020281	634748	698326	207430	207430	890781	114897	114897	615483	634748	890781	242945	615483	945719	242945	76808	76808	643436	386289	386289	292050	643436	292050	436404	436404	70315	70315	190246	190246	321355	686681	321355	686681	333137	333137	225802	225802	81884	81884	179201	281984	179201	281984	557137	557137	449488	453677	449488	453677	625187	522596	625187	218288	522596	218288	1048724	484953	484953	645233	645233	1048724	1208290	1208290	691992	691992	10447797	10447797	10597294	10597294	8551698	9291628	8551698	9291628	8307314	4614349	4614349	8307314	8752980	8752980	8924213	8359212	8924213	8359212	10606677	10606677	10377223	10377223
ko01002	669600	669600	1584024	1584024	1737735	1737735	2538615	2538615	3324339	3324339	1923965	1923965	3947516	3947516	1403906	1403906	1319568	1319568	3027354	970092	1098679	970092	1098679	3027354	370650	2517804	1323378	370650	1323378	2517804	1192662	1192662	644041	1271960	937936	937936	644041	1271960	2214409	2473214	1118751	1407072	2214409	1118751	1407072	592395	2473214	592395	2538717	617620	559172	617620	559172	2538717	3836057	1329525	522717	702827	1329525	702827	522717	3836057	3342498	1507221	1507221	217931	217931	3231827	1078704	1078704	1664188	3231827	7671818	1664188	2773118	2905135	2773118	1195893	4563070	2905135	1195893	4563070	7671818	2973271	2973271	504333	504333	783521	711863	783521	711863	751158	751158	881617	3405830	4547343	881617	1887028	1887028	3405830	9857259	3238103	2760832	2760832	9857259	4547343	2451740	3238103	1285170	1285170	3534810	567904	567904	3031854	2451740	3534810	1521320	3031854	3342498	1521320	384288	384288	2549048	1944259	1944259	1353628	2549048	1353628	1870716	1870716	680040	680040	1300713	1300713	1686047	1012732	1686047	1012732	1746385	1746385	1222511	1222511	437456	437456	457853	1815475	457853	1815475	3515278	3515278	1843875	2343683	1843875	2343683	2393924	1876058	2393924	1136325	1876058	1136325	4744818	2151752	2151752	3157523	3157523	4744818	4020728	4020728	2992636	2992636	39179558	39179558	46753645	46753645	33125240	45042180	33125240	45042180	40501364	18254585	18254585	40501364	34644485	34644485	35139966	34031144	35139966	34031144	52983001	52983001	48569784	48569784
ko01003	171639	171639	350617	350617	407404	407404	617720	617720	636952	636952	380676	380676	884139	884139	453455	453455	312657	312657	695824	271075	144977	271075	144977	695824	113682	468221	319503	113682	319503	468221	320939	320939	192307	387886	220320	220320	192307	387886	516612	595519	254314	270581	516612	254314	270581	154588	595519	154588	511309	166494	149908	166494	149908	511309	852409	268772	149823	169211	268772	169211	149823	852409	1152194	304753	304753	46408	46408	614494	133982	133982	441684	614494	1914174	441684	580038	610608	580038	240841	855356	610608	240841	855356	1914174	551484	551484	124166	124166	223924	67407	223924	67407	178254	178254	233241	669971	1265034	233241	397153	397153	669971	3549406	767281	532100	532100	3549406	1265034	674782	767281	307063	307063	703919	162508	162508	605572	674782	703919	344895	605572	1152194	344895	84652	84652	606204	401730	401730	351468	606204	351468	408160	408160	101394	101394	264969	264969	400909	330736	400909	330736	298149	298149	324648	324648	113853	113853	141838	385405	141838	385405	492223	492223	454160	535075	454160	535075	532770	511907	532770	298495	511907	298495	1048447	470744	470744	772151	772151	1048447	1380464	1380464	580744	580744	11875755	11875755	11034789	11034789	8631903	10930549	8631903	10930549	8097302	4423174	4423174	8097302	9067069	9067069	6749941	8835233	6749941	8835233	9076822	9076822	11794574	11794574
ko01004	82941	82941	266030	266030	312154	312154	406112	406112	604599	604599	330424	330424	826608	826608	267207	267207	240790	240790	600261	208325	186917	208325	186917	600261	72301	383327	221395	72301	221395	383327	304609	304609	85611	269526	152699	152699	85611	269526	476638	483142	187518	246601	476638	187518	246601	93813	483142	93813	446110	126591	109020	126591	109020	446110	630128	126541	101517	109535	126541	109535	101517	630128	668718	240538	240538	73409	73409	688386	138717	138717	332164	688386	840953	332164	517785	480034	517785	186379	737297	480034	186379	737297	840953	445705	445705	80927	80927	95035	48655	95035	48655	157193	157193	163850	575882	976720	163850	308676	308676	575882	1715015	612702	461504	461504	1715015	976720	617884	612702	225780	225780	667357	123577	123577	524327	617884	667357	315101	524327	668718	315101	57041	57041	529764	312496	312496	248667	529764	248667	336363	336363	138764	138764	181040	181040	321741	222886	321741	222886	262992	262992	210817	210817	90937	90937	107865	326058	107865	326058	381123	381123	344192	431375	344192	431375	476581	393040	476581	243234	393040	243234	875446	437902	437902	672067	672067	875446	986233	986233	557378	557378	7094736	7094736	9197108	9197108	7729226	8182446	7729226	8182446	6690287	4302710	4302710	6690287	7901592	7901592	7497255	6357573	7497255	6357573	8749745	8749745	10046038	10046038
ko01005	127712	127712	297244	297244	407793	407793	527217	527217	594751	594751	404893	404893	996430	996430	443207	443207	354339	354339	770721	246145	135986	246145	135986	770721	116451	462480	295987	116451	295987	462480	427424	427424	114325	493518	214486	214486	114325	493518	574747	555237	209119	263105	574747	209119	263105	113037	555237	113037	634367	153185	104703	153185	104703	634367	864570	162666	132699	99562	162666	99562	132699	864570	1362616	279145	279145	51796	51796	665655	127613	127613	362684	665655	1232859	362684	537053	648961	537053	216368	870961	648961	216368	870961	1232859	636536	636536	63818	63818	123111	66599	123111	66599	154941	154941	220323	706028	1442932	220323	406004	406004	706028	2019797	816015	557125	557125	2019797	1442932	769404	816015	266981	266981	777159	169869	169869	614295	769404	777159	344657	614295	1362616	344657	70572	70572	709961	370081	370081	306393	709961	306393	396099	396099	115653	115653	204320	204320	302368	469907	302368	469907	319429	319429	289202	289202	123944	123944	175368	310397	175368	310397	486308	486308	392923	396635	392923	396635	604426	565278	604426	252372	565278	252372	1135433	472014	472014	932887	932887	1135433	1672940	1672940	568717	568717	12465453	12465453	11549554	11549554	10327479	11479797	10327479	11479797	8991796	4775207	4775207	8991796	9801085	9801085	7935908	9002424	7935908	9002424	10039458	10039458	12752023	12752023
ko01006	59770	59770	59286	59286	66477	66477	137306	137306	134615	134615	76925	76925	223920	223920	124981	124981	66285	66285	121520	59230	44449	59230	44449	121520	21433	75900	79777	21433	79777	75900	59579	59579	53063	77057	47484	47484	53063	77057	91225	107625	51754	178101	91225	51754	178101	38079	107625	38079	111648	36603	32955	36603	32955	111648	161996	83448	29294	30473	83448	30473	29294	161996	288431	47272	47272	9895	9895	146797	195726	195726	91094	146797	713066	91094	98742	118413	98742	41325	183545	118413	41325	183545	713066	121388	121388	21774	21774	51863	15711	51863	15711	37311	37311	50462	157977	221381	50462	145567	145567	157977	763077	139761	98894	98894	763077	221381	129454	139761	58681	58681	162495	36374	36374	128078	129454	162495	81012	128078	288431	81012	19610	19610	122890	82104	82104	52948	122890	52948	94498	94498	30231	30231	54663	54663	82365	68110	82365	68110	47078	47078	72760	72760	24511	24511	27731	80701	27731	80701	95788	95788	87823	120843	87823	120843	105933	90488	105933	66373	90488	66373	221183	102112	102112	170449	170449	221183	230432	230432	108241	108241	2849710	2849710	2255752	2255752	1597254	1989133	1597254	1989133	1692016	842137	842137	1692016	1665029	1665029	1706717	1602729	1706717	1602729	2079845	2079845	2313401	2313401
ko01007	569544	569544	1359349	1359349	1329195	1329195	1866649	1866649	2511777	2511777	1460859	1460859	2814183	2814183	1137235	1137235	1026912	1026912	1989300	700555	460006	700555	460006	1989300	288879	2031885	1098310	288879	1098310	2031885	938259	938259	529960	1023338	730674	730674	529960	1023338	1643580	1787607	891175	1064249	1643580	891175	1064249	495364	1787607	495364	1821436	527398	393766	527398	393766	1821436	2795858	845077	361267	532210	845077	532210	361267	2795858	2102416	1050170	1050170	188050	188050	2263258	756765	756765	1193086	2263258	9002595	1193086	1908741	2022267	1908741	982178	3411699	2022267	982178	3411699	9002595	1779921	1779921	377529	377529	589192	228053	589192	228053	622684	622684	705226	2566825	2973444	705226	1417567	1417567	2566825	8171745	2177813	1801583	1801583	8171745	2973444	1903036	2177813	1118038	1118038	2766207	469054	469054	2233281	1903036	2766207	1026280	2233281	2102416	1026280	234241	234241	1857668	1430299	1430299	1137686	1857668	1137686	1337961	1337961	294386	294386	793876	793876	1159142	904825	1159142	904825	1099079	1099079	948263	948263	356635	356635	380613	1410429	380613	1410429	1898608	1898608	1498589	1722699	1498589	1722699	1870525	1399687	1870525	822319	1399687	822319	3570114	1786839	1786839	2262422	2262422	3570114	3063389	3063389	2124754	2124754	28283456	28283456	35316830	35316830	24630545	31118017	24630545	31118017	27344010	15696516	15696516	27344010	24812197	24812197	25401019	24908137	25401019	24908137	36611003	36611003	34021815	34021815
ko01008	3687	3687	15429	15429	16663	16663	26111	26111	64152	64152	33516	33516	101210	101210	12028	12028	24760	24760	70357	21941	5647	21941	5647	70357	4064	52794	10297	4064	10297	52794	33688	33688	5218	9180	15753	15753	5218	9180	46418	27056	8242	30578	46418	8242	30578	4444	27056	4444	68104	9436	7931	9436	7931	68104	41779	15831	9171	6515	15831	6515	9171	41779	15705	16047	16047	3471	3471	142025	8694	8694	14246	142025	57158	14246	54209	26055	54209	18763	40597	26055	18763	40597	57158	22582	22582	5779	5779	5115	1893	5115	1893	28148	28148	18832	39966	61093	18832	36831	36831	39966	19643	16239	26922	26922	19643	61093	139600	16239	7175	7175	84993	3841	3841	42555	139600	84993	17186	42555	15705	17186	4041	4041	90795	40818	40818	34192	90795	34192	31040	31040	4078	4078	14850	14850	13192	8479	13192	8479	19492	19492	14488	14488	6419	6419	7469	44726	7469	44726	29033	29033	44098	48694	44098	48694	45477	71105	45477	32278	71105	32278	33891	41041	41041	146889	146889	33891	62439	62439	129470	129470	529463	529463	438897	438897	1569579	366509	1569579	366509	665318	769115	769115	665318	1546021	1546021	2364293	252087	2364293	252087	1663210	1663210	618663	618663
ko01009	42948	42948	114024	114024	156002	156002	179394	179394	270349	270349	150402	150402	283272	283272	79858	79858	103500	103500	277349	50242	37523	50242	37523	277349	19470	201387	89699	19470	89699	201387	86809	86809	30978	62261	61821	61821	30978	62261	169657	200160	45855	51102	169657	45855	51102	28276	200160	28276	177162	31817	29414	31817	29414	177162	288752	63245	26911	30119	63245	30119	26911	288752	173151	122918	122918	13274	13274	234497	27275	27275	71682	234497	389769	71682	189816	224073	189816	90774	336265	224073	90774	336265	389769	94746	94746	23160	23160	34662	18868	34662	18868	33303	33303	41785	278324	339848	41785	110521	110521	278324	1300465	239184	194142	194142	1300465	339848	220516	239184	55200	55200	287863	24263	24263	242441	220516	287863	68392	242441	173151	68392	19040	19040	205237	120803	120803	115465	205237	115465	135971	135971	22113	22113	53274	53274	80432	46744	80432	46744	124739	124739	47535	47535	18241	18241	24165	75618	24165	75618	202044	202044	137879	119443	137879	119443	193829	134205	193829	58704	134205	58704	402382	188544	188544	175795	175795	402382	386109	386109	228521	228521	2207747	2207747	3892824	3892824	2503761	3346147	2503761	3346147	2902608	1415344	1415344	2902608	2861004	2861004	2730523	2868734	2730523	2868734	4247004	4247004	4382102	4382102
ko01011	464015	464015	954878	954878	857838	857838	1436613	1436613	1922406	1922406	1016932	1016932	1934240	1934240	784598	784598	770709	770709	1557445	601675	380636	601675	380636	1557445	257306	1243184	723935	257306	723935	1243184	723840	723840	449915	771252	481632	481632	449915	771252	1026522	1433292	777288	833995	1026522	777288	833995	392274	1433292	392274	1423016	358620	359181	358620	359181	1423016	1954383	704703	302450	424881	704703	424881	302450	1954383	1957801	672547	672547	171426	171426	1723969	676199	676199	968305	1723969	6153178	968305	1346329	1436304	1346329	602797	2466036	1436304	602797	2466036	6153178	2131470	2131470	323555	323555	538131	554104	538131	554104	434288	434288	546407	1823347	2290260	546407	1058147	1058147	1823347	6544427	1507751	1248104	1248104	6544427	2290260	1364662	1507751	847175	847175	1996188	380686	380686	1647422	1364662	1996188	802421	1647422	1957801	802421	189121	189121	1410762	935339	935339	841073	1410762	841073	883630	883630	263095	263095	852307	852307	941080	658449	941080	658449	665426	665426	772817	772817	261551	261551	305485	1219553	305485	1219553	2369121	2369121	1195452	1359035	1195452	1359035	1291686	1151794	1291686	704760	1151794	704760	2647704	1242851	1242851	1699180	1699180	2647704	2078270	2078270	1544572	1544572	22243003	22243003	24836054	24836054	17738937	22118523	17738937	22118523	19987030	11753285	11753285	19987030	18520335	18520335	20108377	18332515	20108377	18332515	27005682	27005682	23754039	23754039
ko01020	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	2	4	2	4	0	4	0	0	4	0	0	0	0	0	3	0	0	0	3	0	0	4	1	0	4	1	1	0	1	0	3	0	3	0	0	3	9	1	0	9	0	1	3	0	0	0	1	1	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	6	3	6	3	1	1	3	0	0	3	0	0	0	492443	0	0	0	492443	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	10	0	10	0	0	2	2	3	3	0	0	0	0	0	0	1	1	4	4	2	3	2	3	0	0	0	0	0	0	0	2	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	10	10	2	1	1	3	0	3	0	0	0	14	14
ko01504	131731	131731	421358	421358	377411	377411	503355	503355	586908	586908	329384	329384	764444	764444	283097	283097	315973	315973	706900	152812	108635	152812	108635	706900	66420	463553	207597	66420	207597	463553	364697	364697	127112	195558	173639	173639	127112	195558	377367	578012	174345	162719	377367	174345	162719	116682	578012	116682	626354	95508	110669	95508	110669	626354	790226	212072	71975	142626	212072	142626	71975	790226	658368	307154	307154	39110	39110	594322	84614	84614	227625	594322	1988603	227625	675026	656576	675026	274513	797410	656576	274513	797410	1988603	780330	780330	108702	108702	147178	260458	147178	260458	113164	113164	144920	602873	943105	144920	452491	452491	602873	1544114	664776	581411	581411	1544114	943105	650713	664776	206806	206806	585894	118218	118218	562520	650713	585894	210795	562520	658368	210795	51133	51133	646166	341992	341992	372660	646166	372660	334866	334866	69245	69245	367470	367470	230927	155200	230927	155200	300305	300305	213798	213798	72844	72844	87394	216244	87394	216244	974880	974880	412265	326826	412265	326826	428620	516546	428620	192733	516546	192733	1112335	540219	540219	567697	567697	1112335	1267705	1267705	530228	530228	7232174	7232174	10555154	10555154	8914980	9109056	8914980	9109056	9009052	3189531	3189531	9009052	8011066	8011066	7044581	7865904	7044581	7865904	8232486	8232486	10090267	10090267
ko02000	2598716	2598716	5308838	5308838	5564144	5564144	8478469	8478469	11787553	11787553	6581932	6581932	12387817	12387817	4311077	4311077	4644042	4644042	10522260	3218769	3467560	3218769	3467560	10522260	1532617	8196449	4093401	1532617	4093401	8196449	6045998	6045998	2386285	5179803	2564606	2564606	2386285	5179803	7200124	7856119	3788741	3744310	7200124	3788741	3744310	2240954	7856119	2240954	9595379	1979339	1968884	1979339	1968884	9595379	12469689	3899860	1874003	2516419	3899860	2516419	1874003	12469689	9264881	4449729	4449729	841139	841139	10603103	2507875	2507875	5557974	10603103	32782120	5557974	7942038	8965073	7942038	3798345	14755680	8965073	3798345	14755680	32782120	8384481	8384481	1781312	1781312	2746500	1466625	2746500	1466625	2449589	2449589	2896024	11824278	16509297	2896024	6386923	6386923	11824278	37852536	10043535	8480573	8480573	37852536	16509297	8749022	10043535	4513234	4513234	12476679	2280245	2280245	10725038	8749022	12476679	5215295	10725038	9264881	5215295	1085210	1085210	10253861	5581787	5581787	4316523	10253861	4316523	5268220	5268220	2414798	2414798	3718686	3718686	5656839	4764420	5656839	4764420	4826590	4826590	4385557	4385557	1415939	1415939	2016772	5323491	2016772	5323491	9225269	9225269	6482736	7435387	6482736	7435387	8778243	8516804	8778243	3652167	8516804	3652167	16191293	7669939	7669939	9140127	9140127	16191293	14983841	14983841	9164485	9164485	122265221	122265221	156716510	156716510	116253792	151504885	116253792	151504885	134790640	85414718	85414718	134790640	109255279	109255279	131042659	119501007	131042659	119501007	172773148	172773148	165948048	165948048
ko02022	233508	233508	392444	392444	459111	459111	666422	666422	886913	886913	547796	547796	1105489	1105489	313482	313482	340634	340634	878525	188387	191824	188387	191824	878525	70827	661788	316825	70827	316825	661788	440784	440784	220447	503746	214482	214482	220447	503746	482358	623136	204070	203037	482358	204070	203037	165541	623136	165541	772041	113583	145181	113583	145181	772041	953378	330078	162876	193824	330078	193824	162876	953378	693296	367560	367560	50191	50191	824563	117581	117581	313769	824563	2767651	313769	609272	848438	609272	308211	1035770	848438	308211	1035770	2767651	450743	450743	136189	136189	262566	115560	262566	115560	151167	151167	152164	889801	1181989	152164	494508	494508	889801	3700459	800022	669072	669072	3700459	1181989	789911	800022	261086	261086	972623	126644	126644	755588	789911	972623	253305	755588	693296	253305	72647	72647	751157	412962	412962	393086	751157	393086	439904	439904	108270	108270	270157	270157	349733	458847	349733	458847	397734	397734	230830	230830	80219	80219	130592	302634	130592	302634	749876	749876	499789	465308	499789	465308	699051	618081	699051	236864	618081	236864	1392858	575014	575014	794211	794211	1392858	1240393	1240393	798352	798352	9829995	9829995	12803971	12803971	10514338	10801724	10514338	10801724	9987092	5703016	5703016	9987092	9718408	9718408	10957062	9917934	10957062	9917934	14400061	14400061	13194036	13194036
