	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
RC00081	3093	3093	23358	23358	21827	21827	33782	33782	57374	57374	29781	29781	51346	51346	12536	12536	14442	14442	42170	8678	3572	8678	3572	42170	4076	52180	12017	4076	12017	52180	14676	14676	4210	10493	8381	8381	4210	10493	25828	30111	10610	9404	25828	10610	9404	5698	30111	5698	30942	5211	5738	5211	5738	30942	50487	7474	5894	9892	7474	9892	5894	50487	28221	19971	19971	1527	1527	33565	5209	5209	17859	33565	22412	17859	26933	47641	26933	15029	54932	47641	15029	54932	22412	19038	19038	6072	6072	5981	3477	5981	3477	7705	7705	8599	44713	58944	8599	24938	24938	44713	15545	38591	33118	33118	15545	58944	36653	38591	18955	18955	53232	5514	5514	41569	36653	53232	14976	41569	28221	14976	2711	2711	34370	21674	21674	14932	34370	14932	20768	20768	2320	2320	11576	11576	17960	8162	17960	8162	27040	27040	11875	11875	4713	4713	3795	15566	3795	15566	38115	38115	31180	28635	31180	28635	37754	23671	37754	13035	23671	13035	69589	31242	31242	36827	36827	69589	53324	53324	37791	37791	417025	417025	690729	690729	386432	699074	386432	699074	486129	188511	188511	486129	432678	432678	483840	493673	483840	493673	874115	874115	614353	614353
RC00083	7073	7073	21482	21482	23999	23999	40699	40699	40057	40057	24311	24311	56687	56687	52288	52288	19334	19334	48190	15092	8517	15092	8517	48190	6999	30399	32584	6999	32584	30399	31181	31181	8950	36642	15537	15537	8950	36642	28285	36141	19486	11508	28285	19486	11508	8950	36141	8950	39613	8248	7064	8248	7064	39613	63395	11574	8563	8663	11574	8663	8563	63395	150576	19243	19243	2471	2471	38077	10813	10813	20670	38077	53542	20670	34615	38348	34615	11307	54331	38348	11307	54331	53542	58396	58396	7762	7762	8185	3825	8185	3825	11011	11011	16044	44306	101031	16044	30046	30046	44306	44340	56423	36373	36373	44340	101031	38548	56423	13213	13213	46297	17345	17345	40092	38548	46297	26125	40092	150576	26125	4296	4296	48942	33487	33487	15523	48942	15523	26294	26294	7724	7724	16884	16884	21446	33135	21446	33135	22471	22471	26406	26406	9608	9608	15106	21485	15106	21485	24021	24021	23658	45222	23658	45222	36033	39364	36033	17343	39364	17343	72432	27600	27600	82168	82168	72432	95685	95685	34063	34063	1172056	1172056	750818	750818	564244	771574	564244	771574	629919	362554	362554	629919	492346	492346	505264	506936	505264	506936	604831	604831	833246	833246
RC00084	38609	38609	43724	43724	81383	81383	61820	61820	88036	88036	51710	51710	101419	101419	34002	34002	35415	35415	79427	16340	424391	16340	424391	79427	7404	61132	35581	7404	35581	61132	49284	49284	33040	32498	22319	22319	33040	32498	175048	63848	16036	13129	175048	16036	13129	16911	63848	16911	75165	8981	9027	8981	9027	75165	101702	54648	6459	9390	54648	9390	6459	101702	85783	34159	34159	5594	5594	257093	10078	10078	15166	257093	531454	15166	60510	73120	60510	35146	114757	73120	35146	114757	531454	48838	48838	7164	7164	31315	5290	31315	5290	12221	12221	13615	200560	116408	13615	48941	48941	200560	502787	82957	74517	74517	502787	116408	72749	82957	16861	16861	113239	15332	15332	78000	72749	113239	182475	78000	85783	182475	7743	7743	83583	72061	72061	36042	83583	36042	45370	45370	236186	236186	15176	15176	15891	34340	15891	34340	37381	37381	22034	22034	8330	8330	9501	17531	9501	17531	61323	61323	46170	31165	46170	31165	71400	62196	71400	16239	62196	16239	124631	72183	72183	83117	83117	124631	127097	127097	66864	66864	954976	954976	1337236	1337236	956327	1105302	956327	1105302	1088169	889914	889914	1088169	881329	881329	993879	921980	993879	921980	1408442	1408442	1407880	1407880
RC00085	6686	6686	54343	54343	81685	81685	81924	81924	183751	183751	85062	85062	156388	156388	76439	76439	39521	39521	148792	6698	115003	6698	115003	148792	4307	198571	59818	4307	59818	198571	91821	91821	6274	24722	35934	35934	6274	24722	92251	87633	18481	15832	92251	18481	15832	7611	87633	7611	101967	8335	8215	8335	8215	101967	141075	11410	10053	10599	11410	10599	10053	141075	165200	79605	79605	16452	16452	168202	13665	13665	18303	168202	48785	18303	93408	118579	93408	48679	178240	118579	48679	178240	48785	24617	24617	9186	9186	9043	8300	9043	8300	9768	9768	5934	168780	172461	5934	79401	79401	168780	51249	118560	111237	111237	51249	172461	100046	118560	16577	16577	154204	7313	7313	124764	100046	154204	54542	124764	165200	54542	3698	3698	123550	69058	69058	51462	123550	51462	60601	60601	75361	75361	21917	21917	16509	18809	16509	18809	81738	81738	16124	16124	4802	4802	5926	22799	5926	22799	133450	133450	45752	37755	45752	37755	125761	90684	125761	11695	90684	11695	217387	110869	110869	123332	123332	217387	196231	196231	119154	119154	1641468	1641468	1966243	1966243	1359936	1670442	1359936	1670442	1653491	707213	707213	1653491	1210039	1210039	1538225	1288736	1538225	1288736	2670256	2670256	2030987	2030987
RC00086	1778	1778	462	462	203	203	840	840	708	708	1820	1820	4450	4450	308	308	439	439	21932	10175	3288	10175	3288	21932	7282	1537	90	7282	90	1537	108	108	5093	20826	809	809	5093	20826	700	3808	16841	5249	700	16841	5249	4299	3808	4299	179	6065	2880	6065	2880	179	3411	7747	8665	3217	7747	3217	8665	3411	481	1008	1008	916	916	2179	6775	6775	19241	2179	7855	19241	510	7179	510	1526	634	7179	1526	634	7855	33168	33168	4380	4380	4791	1743	4791	1743	8627	8627	9528	2728	31156	9528	934	934	2728	8510	4062	471	471	8510	31156	1698	4062	3924	3924	1321	6522	6522	473	1698	1321	17447	473	481	17447	2360	2360	7178	710	710	553	7178	553	1093	1093	3944	3944	10896	10896	20232	12978	20232	12978	4222	4222	18169	18169	4949	4949	6680	16307	6680	16307	563	563	2310	48445	2310	48445	1115	1125	1115	12253	1125	12253	331	2343	2343	420	420	331	2072	2072	723	723	10560	10560	152836	152836	11796	53429	11796	53429	6665	902	902	6665	82688	82688	8166	29538	8166	29538	9012	9012	23851	23851
RC00087	67641	67641	93766	93766	103499	103499	142002	142002	219898	219898	121695	121695	271462	271462	59279	59279	95364	95364	205014	51309	52458	51309	52458	205014	28852	169620	64347	28852	64347	169620	135665	135665	60121	79934	42219	42219	60121	79934	159093	154094	63671	177573	159093	63671	177573	45859	154094	45859	181042	31416	34366	31416	34366	181042	237652	101470	29261	43727	101470	43727	29261	237652	101213	90241	90241	10362	10362	205009	206412	206412	94428	205009	779449	94428	152416	166480	152416	69622	271162	166480	69622	271162	779449	133133	133133	31125	31125	64698	23949	64698	23949	40237	40237	46617	225896	323513	46617	212658	212658	225896	797186	200720	162285	162285	797186	323513	145145	200720	77698	77698	249855	37936	37936	201494	145145	249855	84375	201494	101213	84375	21651	21651	205180	97208	97208	76606	205180	76606	138070	138070	34498	34498	64960	64960	85723	67651	85723	67651	97634	97634	80732	80732	23070	23070	26619	77544	26619	77544	158125	158125	104335	132189	104335	132189	180329	163149	180329	56294	163149	56294	286343	160797	160797	128704	128704	286343	265196	265196	166507	166507	1754303	1754303	3108001	3108001	2284781	3119811	2284781	3119811	2712858	1530080	1530080	2712858	2187594	2187594	2643937	2142830	2643937	2142830	3502858	3502858	3195172	3195172
RC00088	7268	7268	79025	79025	39470	39470	78579	78579	125141	125141	66955	66955	102083	102083	32141	32141	49542	49542	90318	22515	14451	22515	14451	90318	12637	101370	32162	12637	32162	101370	81068	81068	15022	46281	19395	19395	15022	46281	74353	84673	48588	22882	74353	48588	22882	23796	84673	23796	111801	13679	23134	13679	23134	111801	129062	19302	15472	40231	19302	40231	15472	129062	23976	46259	46259	4993	4993	107203	17384	17384	57463	107203	47156	57463	63713	83793	63713	44597	140195	83793	44597	140195	47156	72787	72787	27443	27443	21446	11211	21446	11211	27542	27542	21690	117885	142488	21690	74650	74650	117885	34377	89925	62010	62010	34377	142488	67603	89925	58105	58105	127414	26209	26209	107031	67603	127414	43546	107031	23976	43546	6599	6599	119629	59865	59865	34216	119629	34216	48844	48844	7602	7602	35506	35506	52579	40049	52579	40049	47600	47600	58867	58867	15019	15019	12187	37542	12187	37542	81216	81216	69669	86522	69669	86522	85917	99294	85917	31117	99294	31117	157573	88667	88667	51062	51062	157573	71857	71857	88584	88584	878107	878107	1523358	1523358	967088	1541652	967088	1541652	1473941	809661	809661	1473941	909969	909969	1351196	1002968	1351196	1002968	1851545	1851545	1572435	1572435
RC00089	3686	3686	18228	18228	19924	19924	27673	27673	36249	36249	24812	24812	48501	48501	12061	12061	23107	23107	42144	16836	5058	16836	5058	42144	4418	18638	13544	4418	13544	18638	28454	28454	4364	22318	7310	7310	4364	22318	28186	34083	14883	12408	28186	14883	12408	7389	34083	7389	46351	9639	8926	9639	8926	46351	42964	6950	10212	10607	6950	10607	10212	42964	39718	16034	16034	1782	1782	39107	9765	9765	24772	39107	18895	24772	28049	34375	28049	11239	62061	34375	11239	62061	18895	30197	30197	7629	7629	6533	3388	6533	3388	11763	11763	11793	36814	52417	11793	26259	26259	36814	32035	35316	22777	22777	32035	52417	35033	35316	14060	14060	47641	13710	13710	42663	35033	47641	23199	42663	39718	23199	3700	3700	45139	14905	14905	14595	45139	14595	17894	17894	3157	3157	12327	12327	27976	22383	27976	22383	14493	14493	21820	21820	8135	8135	7008	22578	7008	22578	19695	19695	21467	47309	21467	47309	37432	38879	37432	24139	38879	24139	65790	28051	28051	36230	36230	65790	62474	62474	30156	30156	445393	445393	606747	606747	593604	467881	593604	467881	450274	431357	431357	450274	584198	584198	682010	412542	682010	412542	548706	548706	693270	693270
RC00090	107325	107325	244294	244294	258718	258718	463989	463989	600793	600793	303270	303270	583873	583873	217224	217224	228118	228118	457317	162978	126658	162978	126658	457317	78282	376087	218508	78282	218508	376087	209423	209423	103067	229082	123006	123006	103067	229082	323566	421067	193013	172328	323566	193013	172328	114502	421067	114502	440355	149034	106053	149034	106053	440355	558875	160223	89504	139823	160223	139823	89504	558875	469573	194689	194689	39180	39180	497541	98297	98297	289104	497541	962677	289104	384044	450684	384044	180485	789921	450684	180485	789921	962677	383407	383407	93890	93890	121609	59214	121609	59214	187470	187470	144769	616443	704878	144769	252594	252594	616443	1818187	465841	403575	403575	1818187	704878	437497	465841	224150	224150	679618	114791	114791	568681	437497	679618	241050	568681	469573	241050	50136	50136	431767	281407	281407	191691	431767	191691	223290	223290	78564	78564	176946	176946	291439	197170	291439	197170	221749	221749	223179	223179	75033	75033	100798	241779	100798	241779	384083	384083	366413	550495	366413	550495	402204	332354	402204	198153	332354	198153	762046	371972	371972	464852	464852	762046	604862	604862	422337	422337	6910098	6910098	7733708	7733708	5137247	7183682	5137247	7183682	6334665	4061450	4061450	6334665	5636444	5636444	6782483	5632092	6782483	5632092	9200227	9200227	7529378	7529378
RC00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	8	0	8	0	0	0	0
RC00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RC00094	5422	5422	15480	15480	3662	3662	24582	24582	23813	23813	11189	11189	13085	13085	4698	4698	11938	11938	8651	17719	7709	17719	7709	8651	4554	8093	6864	4554	6864	8093	8925	8925	8114	18254	16188	16188	8114	18254	9231	10930	25037	13776	9231	25037	13776	16301	10930	16301	15829	5775	23624	5775	23624	15829	18761	9886	9230	27359	9886	27359	9230	18761	3789	4724	4724	3228	3228	17504	8563	8563	24993	17504	38054	24993	10486	11734	10486	5613	20363	11734	5613	20363	38054	34895	34895	14859	14859	16091	8304	16091	8304	15266	15266	12388	18872	16593	12388	6479	6479	18872	25641	11453	12293	12293	25641	16593	14471	11453	32186	32186	15051	18055	18055	11848	14471	15051	19053	11848	3789	19053	5148	5148	21247	10433	10433	6395	21247	6395	9915	9915	2758	2758	17148	17148	40801	15728	40801	15728	2854	2854	26898	26898	6927	6927	7790	21169	7790	21169	15562	15562	24442	47194	24442	47194	7859	19493	7859	27930	19493	27930	28872	8271	8271	7458	7458	28872	17880	17880	14325	14325	267023	267023	359205	359205	160308	316823	160308	316823	192024	218026	218026	192024	168929	168929	240610	260832	240610	260832	212732	212732	188610	188610
RC00095	22778	22778	16715	16715	23238	23238	13620	13620	19957	19957	15093	15093	98902	98902	18530	18530	10343	10343	31967	10499	19529	10499	19529	31967	3403	20802	15123	3403	15123	20802	32651	32651	18117	34393	12761	12761	18117	34393	31399	21564	8919	151032	31399	8919	151032	11827	21564	11827	27663	9803	4055	9803	4055	27663	44734	24839	4889	4009	24839	4009	4889	44734	53356	16114	16114	3542	3542	37611	186204	186204	17909	37611	216359	17909	39525	27963	39525	12470	33552	27963	12470	33552	216359	57046	57046	3457	3457	12059	7498	12059	7498	9176	9176	13613	27586	56202	13613	125264	125264	27586	275451	37637	32469	32469	275451	56202	31606	37637	11499	11499	23465	12078	12078	27168	31606	23465	19601	27168	53356	19601	6142	6142	35786	19411	19411	15766	35786	15766	62128	62128	10071	10071	11607	11607	16351	32440	16351	32440	18866	18866	16998	16998	7008	7008	9583	21086	9583	21086	32394	32394	13557	10438	13557	10438	25920	30145	25920	9646	30145	9646	47210	24754	24754	45391	45391	47210	67828	67828	18290	18290	384240	384240	545739	545739	557214	406143	557214	406143	400493	181556	181556	400493	402281	402281	343497	329750	343497	329750	465520	465520	510904	510904
RC00096	124698	124698	183970	183970	186430	186430	308267	308267	405025	405025	225035	225035	490967	490967	192064	192064	177586	177586	355539	116732	108104	116732	108104	355539	57925	274926	145594	57925	145594	274926	225414	225414	107720	182854	111414	111414	107720	182854	255983	294494	125315	122732	255983	125315	122732	84767	294494	84767	319254	69330	56999	69330	56999	319254	441283	164687	59079	74863	164687	74863	59079	441283	477985	155904	155904	52636	52636	396972	78174	78174	166628	396972	1269755	166628	306316	335553	306316	130625	620971	335553	130625	620971	1269755	294628	294628	55733	55733	113138	43325	113138	43325	85191	85191	105904	432818	651747	105904	232871	232871	432818	1813491	400289	271917	271917	1813491	651747	352745	400289	120334	120334	459055	78304	78304	402256	352745	459055	167273	402256	477985	167273	42261	42261	419779	197649	197649	145951	419779	145951	171872	171872	75033	75033	115560	115560	160240	165555	160240	165555	163422	163422	155305	155305	55017	55017	73347	162005	73347	162005	289374	289374	250053	251817	250053	251817	294747	282964	294747	126054	282964	126054	574547	276351	276351	357126	357126	574547	575745	575745	344939	344939	5125765	5125765	6345268	6345268	4357106	5592628	4357106	5592628	5272564	2582525	2582525	5272564	4542194	4542194	4990459	4435089	4990459	4435089	6265873	6265873	6927369	6927369
RC00097	5194	5194	49628	49628	77161	77161	91213	91213	102412	102412	80185	80185	186670	186670	102811	102811	40087	40087	150131	15499	3732	15499	3732	150131	3691	89507	68301	3691	68301	89507	43035	43035	4313	14466	42433	42433	4313	14466	101828	104774	11122	16870	101828	11122	16870	5619	104774	5619	68202	9668	5539	9668	5539	68202	158279	9212	9853	7043	9212	7043	9853	158279	387081	67368	67368	1876	1876	110396	6706	6706	25891	110396	83480	25891	110171	115111	110171	39554	153879	115111	39554	153879	83480	21074	21074	5125	5125	6508	3583	6508	3583	8625	8625	15376	118219	200325	15376	50348	50348	118219	31917	144402	112418	112418	31917	200325	117804	144402	24398	24398	135977	5427	5427	116891	117804	135977	22213	116891	387081	22213	4364	4364	88414	79829	79829	57572	88414	57572	71048	71048	2947	2947	14599	14599	23638	10551	23638	10551	67460	67460	12852	12852	7034	7034	3142	23579	3142	23579	67539	67539	49737	34301	49737	34301	110747	62699	110747	16420	62699	16420	171268	94462	94462	133049	133049	171268	270287	270287	91379	91379	1547094	1547094	1993010	1993010	1446396	1853171	1446396	1853171	1310311	445637	445637	1310311	1447768	1447768	946998	1424867	946998	1424867	1628500	1628500	2458559	2458559
RC00098	164	164	2781	2781	32	32	190	190	171	171	68	68	153	153	456	456	661	661	82	175	169	175	169	82	100	717	791	100	791	717	14841	14841	717	4089	111	111	717	4089	35	346	987	132	35	987	132	568	346	568	12215	464	198	464	198	12215	8302	778	331	234	778	234	331	8302	173	30	30	22	22	987	254	254	642	987	780	642	143	388	143	214	109	388	214	109	780	4541	4541	185	185	278	46	278	46	657	657	324	521	7177	324	8597	8597	521	803	549	522	522	803	7177	1486	549	87	87	131	1796	1796	389	1486	131	1025	389	173	1025	89	89	14324	107	107	125	14324	125	138	138	114	114	388	388	163	3550	163	3550	205	205	2408	2408	906	906	194	257	194	257	217	217	4425	2205	4425	2205	803	6298	803	438	6298	438	302	75	75	294	294	302	862	862	366	366	32411	32411	11981	11981	20817	4227	20817	4227	97079	8362	8362	97079	3277	3277	44862	4434	44862	4434	1512	1512	2583	2583
RC00099	20501	20501	122069	122069	84549	84549	141243	141243	231461	231461	125439	125439	236639	236639	69410	69410	97990	97990	178004	30131	17569	30131	17569	178004	17023	167914	67138	17023	67138	167914	145401	145401	21742	58783	57881	57881	21742	58783	145217	156268	55178	31366	145217	55178	31366	29079	156268	29079	211335	21514	27160	21514	27160	211335	234376	33080	19361	45169	33080	45169	19361	234376	123371	84653	84653	6215	6215	206542	22892	22892	72826	206542	185598	72826	128856	153798	128856	77518	342564	153798	77518	342564	185598	104721	104721	30585	30585	29568	14030	29568	14030	33426	33426	29727	231512	288189	29727	137461	137461	231512	118427	193131	149162	149162	118427	288189	155191	193131	69454	69454	270423	30976	30976	213968	155191	270423	53516	213968	123371	53516	9599	9599	258726	102087	102087	67252	258726	67252	87328	87328	10058	10058	45114	45114	66581	49759	66581	49759	83462	83462	67564	67564	22206	22206	21312	52398	21312	52398	131176	131176	125069	95595	125069	95595	159614	183505	159614	40185	183505	40185	294010	166655	166655	152280	152280	294010	238487	238487	179871	179871	1910447	1910447	3157061	3157061	2051557	2633540	2051557	2633540	2941730	1532979	1532979	2941730	1966973	1966973	2501536	1949186	2501536	1949186	3564554	3564554	3398014	3398014
RC00100	41698	41698	53138	53138	52005	52005	132213	132213	125332	125332	62491	62491	181923	181923	98415	98415	57321	57321	75174	38104	31131	38104	31131	75174	13306	71257	70282	13306	70282	71257	45197	45197	39389	58886	40629	40629	39389	58886	67810	89946	41147	158296	67810	41147	158296	32784	89946	32784	83637	25309	24650	25309	24650	83637	133260	69596	20571	31701	69596	31701	20571	133260	247302	37706	37706	5849	5849	124719	189032	189032	57367	124719	534925	57367	78351	87795	78351	43356	155489	87795	43356	155489	534925	96346	96346	20778	20778	43177	11205	43177	11205	28992	28992	31519	129805	117968	31519	135431	135431	129805	491753	90955	111542	111542	491753	117968	85052	90955	50118	50118	143799	27570	27570	113574	85052	143799	58496	113574	247302	58496	15637	15637	92173	75044	75044	46245	92173	46245	84533	84533	21902	21902	41112	41112	73894	48225	73894	48225	38969	38969	43526	43526	19548	19548	13800	54047	13800	54047	89155	89155	82185	84250	82185	84250	81937	71649	81937	48464	71649	48464	154484	89738	89738	116791	116791	154484	178842	178842	106720	106720	2394575	2394575	1717509	1717509	1031783	1390772	1031783	1390772	1366334	756130	756130	1366334	1349372	1349372	1521945	1105288	1521945	1105288	1964078	1964078	1453133	1453133
RC00102	4540	4540	31931	31931	49278	49278	41043	41043	125971	125971	52991	52991	86592	86592	38252	38252	21123	21123	90165	5425	113675	5425	113675	90165	3639	155038	28864	3639	28864	155038	56647	56647	5140	23313	19206	19206	5140	23313	51978	44165	16114	13251	51978	16114	13251	6507	44165	6507	59553	6397	7490	6397	7490	59553	79136	9273	8884	9500	9273	9500	8884	79136	75305	51890	51890	15995	15995	125262	12700	12700	17446	125262	34090	17446	41861	73337	41861	27692	108118	73337	27692	108118	34090	22763	22763	7278	7278	7350	7878	7350	7878	8644	8644	4723	111731	82328	4723	46686	46686	111731	39706	57571	63452	63452	39706	82328	54725	57571	15524	15524	87231	6717	6717	70353	54725	87231	51872	70353	75305	51872	2794	2794	71636	34493	34493	27519	71636	27519	32800	32800	74382	74382	19487	19487	15799	17887	15799	17887	50283	50283	14891	14891	3352	3352	5459	18639	5459	18639	96408	96408	24558	34761	24558	34761	68825	54843	68825	10238	54843	10238	129913	60311	60311	61092	61092	129913	90490	90490	72902	72902	910390	910390	1093742	1093742	722028	966287	722028	966287	1010026	447295	447295	1010026	634509	634509	893120	757426	893120	757426	1784413	1784413	1031994	1031994
RC00103	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	33	33	0	0	0	0	0	0	0	4	0	0	0	4	2	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30	0	0	0	0	0	0	0	42	1	0	0	1	0	0	42	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	0	9	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	5	37	37	0	0	48	5	0	0	0	0	0	1	48	0	0	1	0	0	0	0	2	1	1	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	3	0	0	3	0	3	25	25	4	4	3	0	0	0	0	5	5	113	113	4	12	4	12	73	0	0	73	92	92	30	18	30	18	20	20	1	1
RC00104	252	252	2418	2418	1926	1926	1028	1028	1631	1631	2326	2326	7024	7024	660	660	2487	2487	6710	853	129	853	129	6710	85	4129	258	85	258	4129	5256	5256	1809	9773	465	465	1809	9773	4015	5248	2271	564	4015	2271	564	1451	5248	1451	4023	1233	179	1233	179	4023	7784	541	144	274	541	274	144	7784	792	3445	3445	107	107	2236	1330	1330	659	2236	743	659	4881	4468	4881	641	4221	4468	641	4221	743	13277	13277	366	366	220	0	220	0	1937	1937	1633	3921	17795	1633	4640	4640	3921	799	10188	5680	5680	799	17795	1795	10188	374	374	2290	3682	3682	3626	1795	2290	3290	3626	792	3290	48	48	6227	3209	3209	1691	6227	1691	3996	3996	223	223	740	740	339	12229	339	12229	5362	5362	4279	4279	2897	2897	866	478	866	478	1860	1860	980	2452	980	2452	4183	5174	4183	909	5174	909	3662	1123	1123	320	320	3662	8854	8854	2674	2674	17815	17815	72785	72785	75775	115848	75775	115848	86658	7724	7724	86658	76365	76365	60656	49078	60656	49078	55868	55868	76012	76012
