	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
M00095	6015	6015	35017	35017	20626	20626	56705	56705	47678	47678	18637	18637	40088	40088	45663	45663	15958	15958	32338	24660	15679	24660	15679	32338	7549	32092	29488	7549	29488	32092	33050	33050	13666	20778	15572	15572	13666	20778	13693	23444	38473	23611	13693	38473	23611	24140	23444	24140	41160	10581	34329	10581	34329	41160	44013	17634	15704	45295	17634	45295	15704	44013	116172	12522	12522	8424	8424	28336	14157	14157	55763	28336	21309	55763	34353	29324	34353	9365	58973	29324	9365	58973	21309	38415	38415	28330	28330	21770	9490	21770	9490	23823	23823	13496	39803	41536	13496	24334	24334	39803	22615	30901	22569	22569	22615	41536	33409	30901	60432	60432	36553	23558	23558	32636	33409	36553	31003	32636	116172	31003	5709	5709	40922	37326	37326	17054	40922	17054	20950	20950	6223	6223	37903	37903	58867	19061	58867	19061	12915	12915	37044	37044	9067	9067	11741	38372	11741	38372	27469	27469	48090	72046	48090	72046	28589	46013	28589	37229	46013	37229	51593	21218	21218	39537	39537	51593	59885	59885	26096	26096	1578781	1578781	565659	565659	349521	667524	349521	667524	472351	277866	277866	472351	447888	447888	505357	539641	505357	539641	451620	451620	502559	502559
M00096	110936	110936	186718	186718	217840	217840	311127	311127	429579	429579	246014	246014	529950	529950	200568	200568	173406	173406	363026	119812	74838	119812	74838	363026	64087	281549	184538	64087	184538	281549	176730	176730	134551	155451	115975	115975	134551	155451	262162	311254	102659	141343	262162	102659	141343	92301	311254	92301	316480	82091	63115	82091	63115	316480	458166	154367	54771	60601	154367	60601	54771	458166	552065	170714	170714	49082	49082	412963	87773	87773	179940	412963	1299363	179940	313244	354191	313244	146351	545295	354191	146351	545295	1299363	257351	257351	43966	43966	149776	27866	149776	27866	78908	78908	104636	429766	581877	104636	211437	211437	429766	1998961	401154	329813	329813	1998961	581877	363303	401154	114662	114662	484464	72364	72364	383521	363303	484464	162586	383521	552065	162586	40810	40810	333021	215259	215259	181495	333021	181495	200380	200380	59367	59367	104742	104742	165984	135645	165984	135645	174904	174904	136443	136443	51434	51434	64008	160681	64008	160681	267168	267168	227518	213006	227518	213006	315968	219290	315968	127228	219290	127228	664305	308119	308119	477242	477242	664305	612945	612945	335442	335442	5614095	5614095	6300250	6300250	4413637	5152410	4413637	5152410	4922644	2499451	2499451	4922644	4397524	4397524	4268141	4242391	4268141	4242391	6359998	6359998	6478206	6478206
M00097	151	151	808	808	458	458	1870	1870	2821	2821	1378	1378	1095	1095	208	208	3241	3241	529	2580	80	2580	80	529	119	1133	172	119	172	1133	175	175	565	5050	366	366	565	5050	304	2887	1259	2496	304	1259	2496	634	2887	634	335	609	659	609	659	335	4472	204	136	493	204	493	136	4472	1249	331	331	173	173	1559	623	623	6708	1559	7373	6708	734	2289	734	429	1956	2289	429	1956	7373	8223	8223	51	51	106	89	106	89	596	596	3805	1993	5273	3805	249	249	1993	660	2706	1186	1186	660	5273	2157	2706	5675	5675	2587	1898	1898	783	2157	2587	2000	783	1249	2000	222	222	2450	550	550	908	2450	908	1560	1560	6	6	487	487	367	4356	367	4356	341	341	1622	1622	979	979	327	4365	327	4365	727	727	2336	1175	2336	1175	1425	738	1425	1993	738	1993	6156	425	425	631	631	6156	12407	12407	3412	3412	21073	21073	42503	42503	59513	31329	59513	31329	15112	12642	12642	15112	23614	23614	14309	18905	14309	18905	9934	9934	32532	32532
M00098	2149	2149	3429	3429	812	812	8931	8931	4697	4697	5401	5401	2601	2601	1404	1404	5558	5558	2990	1923	1086	1923	1086	2990	1290	1861	2200	1290	2200	1861	567	567	1557	3560	13499	13499	1557	3560	7580	2242	3649	744	7580	3649	744	804	2242	804	4153	1356	1601	1356	1601	4153	9336	2487	1788	852	2487	852	1788	9336	1296	2079	2079	235	235	8254	291	291	2382	8254	26858	2382	1322	5571	1322	2241	2263	5571	2241	2263	26858	7437	7437	740	740	1928	1000	1928	1000	1392	1392	2517	6038	6377	2517	1050	1050	6038	15309	5661	3563	3563	15309	6377	4405	5661	334	334	6467	1061	1061	5028	4405	6467	2469	5028	1296	2469	1220	1220	9307	2335	2335	2192	9307	2192	2042	2042	590	590	3580	3580	3892	293	3892	293	1162	1162	2889	2889	695	695	247	3375	247	3375	5799	5799	5631	4873	5631	4873	2584	3578	2584	1297	3578	1297	13428	4087	4087	4001	4001	13428	1453	1453	6501	6501	74978	74978	181017	181017	44166	59934	44166	59934	36059	129207	129207	36059	55054	55054	83954	98785	83954	98785	88199	88199	82247	82247
M00099	621	621	131	131	72	72	60	60	40	40	25	25	5	5	332	332	1039	1039	63	89	341	89	341	63	200	11	216	200	216	11	3987	3987	981	577	196	196	981	577	17	220	995	309	17	995	309	412	220	412	3527	230	660	230	660	3527	30	3637	1019	763	3637	763	1019	30	12	2	2	26	26	917	116	116	2518	917	5658	2518	30	210	30	86	90	210	86	90	5658	635	635	699	699	1083	215	1083	215	198	198	441	238	197	441	1657	1657	238	4459	0	93	93	4459	197	6	0	478	478	2	343	343	46	6	2	236	46	12	236	344	344	3934	14	14	110	3934	110	46	46	177	177	1064	1064	437	140	437	140	23	23	2194	2194	251	251	349	456	349	456	121	121	6	7270	6	7270	700	3747	700	133	3747	133	34	83	83	121	121	34	1041	1041	774	774	4099	4099	9788	9788	15045	2259	15045	2259	1263	31384	31384	1263	1835	1835	46051	3896	46051	3896	1424	1424	1113	1113
M00100	157	157	3664	3664	1492	1492	3223	3223	3071	3071	2464	2464	2544	2544	1195	1195	1043	1043	4098	608	165	608	165	4098	60	2604	1360	60	1360	2604	406	406	234	308	694	694	234	308	1239	1308	455	357	1239	455	357	284	1308	284	3807	263	261	263	261	3807	3816	419	296	250	419	250	296	3816	5900	1125	1125	29	29	3952	103	103	609	3952	595	609	963	2906	963	724	3596	2906	724	3596	595	588	588	348	348	321	47	321	47	451	451	484	3617	3260	484	883	883	3617	787	3553	1812	1812	787	3260	2809	3553	518	518	3578	373	373	3876	2809	3578	498	3876	5900	498	117	117	2527	1555	1555	1590	2527	1590	1177	1177	329	329	208	208	792	194	792	194	1367	1367	1014	1014	167	167	65	402	65	402	3566	3566	4955	1008	4955	1008	2933	4509	2933	556	4509	556	8915	2137	2137	2197	2197	8915	858	858	3127	3127	50450	50450	44061	44061	58264	44485	58264	44485	40539	27968	27968	40539	37379	37379	57581	40106	57581	40106	85444	85444	40829	40829
M00101	334	334	23	23	51	51	34	34	46	46	19	19	20	20	8	8	68	68	46	8	229	8	229	46	31	21	12	31	12	21	9	9	181	19	7	7	181	19	135	113	2	15	135	2	15	125	113	125	8	10	15	10	15	8	31	268	3	22	268	22	3	31	4	9	9	4	4	84	24	24	5	84	2611	5	18	57	18	9	81	57	9	81	2611	28	28	26	26	139	6	139	6	0	0	32	70	19	32	26	26	70	2117	21	57	57	2117	19	36	21	4	4	26	9	9	12	36	26	74	12	4	74	26	26	24	43	43	34	24	34	33	33	112	112	3	3	1	16	1	16	13	13	36	36	5	5	2	3	2	3	57	57	23	6	23	6	23	2	23	12	2	12	85	81	81	31	31	85	46	46	69	69	828	828	903	903	1791	639	1791	639	454	5214	5214	454	1935	1935	882	1023	882	1023	867	867	960	960
M00102	25	25	290	290	172	172	897	897	1547	1547	1020	1020	285	285	2933	2933	1614	1614	299	253	23	253	23	299	10	193	57	10	57	193	16	16	91	199	207	207	91	199	2988	639	179	223	2988	179	223	63	639	63	329	166	771	166	771	329	736	28	2	339	28	339	2	736	765	342	342	23	23	4135	99	99	203	4135	271	203	494	486	494	915	365	486	915	365	271	380	380	27	27	285	14	285	14	175	175	164	1977	573	164	218	218	1977	198	472	231	231	198	573	1542	472	35	35	732	170	170	743	1542	732	301	743	765	301	190	190	1524	908	908	100	1524	100	180	180	3	3	363	363	364	61	364	61	365	365	204	204	318	318	3	285	3	285	970	970	1118	135	1118	135	2498	8914	2498	978	8914	978	4120	1825	1825	1157	1157	4120	697	697	2772	2772	11397	11397	10198	10198	45166	12459	45166	12459	4859	845	845	4859	7448	7448	7679	17006	7679	17006	3380	3380	2100	2100
M00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
M00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00107	0	0	50	50	7	7	13	13	41	41	115	115	58	58	1	1	212	212	19	0	1	0	1	19	0	60	1	0	1	60	30	30	0	4	5	5	0	4	11	181	2	5	11	2	5	2	181	2	11	2	0	2	0	11	541	0	0	0	0	0	0	541	4	13	13	0	0	5	1	1	2	5	11	2	50	96	50	11	42	96	11	42	11	10	10	0	0	0	0	0	0	1	1	1	42	444	1	16	16	42	1	71	95	95	1	444	190	71	0	0	19	4	4	301	190	19	1	301	4	1	0	0	112	23	23	54	112	54	49	49	1	1	0	0	0	3	0	3	30	30	0	0	1	1	1	0	1	0	17	17	21	21	21	21	12	199	12	2	199	2	184	14	14	6	6	184	199	199	52	52	1778	1778	915	915	2309	378	2309	378	6498	389	389	6498	797	797	390	550	390	550	379	379	167	167
M00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00109	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	3	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	11	11	331	331	0	0	11	26	11	26	3	19	19	3	1	1	4	5	4	5	5	5	3	3
M00110	0	0	50	50	7	7	14	14	41	41	115	115	58	58	1	1	212	212	19	0	1	0	1	19	0	60	1	0	1	60	30	30	0	4	5	5	0	4	11	181	2	5	11	2	5	3	181	3	11	2	0	2	0	11	541	0	0	0	0	0	0	541	4	13	13	0	0	5	1	1	2	5	11	2	50	96	50	11	42	96	11	42	11	10	10	1	1	0	0	0	0	1	1	2	42	447	2	16	16	42	1	72	95	95	1	447	192	72	0	0	19	4	4	301	192	19	1	301	4	1	1	1	113	23	23	54	113	54	49	49	1	1	0	0	0	3	0	3	30	30	0	0	2	2	1	0	1	0	17	17	24	21	24	21	12	199	12	2	199	2	186	14	14	6	6	186	200	200	63	63	2109	2109	915	915	2320	404	2320	404	6501	408	408	6501	798	798	394	555	394	555	384	384	170	170
M00112	107	107	241	241	357	357	140	140	3155	3155	689	689	463	463	78	78	861	861	76	806	3	806	3	76	1819	730	55	1819	55	730	89	89	48	318	33	33	48	318	40	1195	1023	453	40	1023	453	135	1195	135	34	70	184	70	184	34	601	8	6	66	8	66	6	601	99	1160	1160	74	74	403	336	336	1457	403	131	1457	436	430	436	34	956	430	34	956	131	4079	4079	8	8	96	2	96	2	214	214	681	381	6585	681	56	56	381	215	1092	854	854	215	6585	323	1092	46	46	2583	736	736	740	323	2583	645	740	99	645	67	67	470	66	66	159	470	159	178	178	680	680	141	141	273	891	273	891	100	100	1829	1829	223	223	1055	60	1055	60	318	318	78	1135	78	1135	421	175	421	536	175	536	1372	102	102	870	870	1372	880	880	487	487	3143	3143	2900	2900	3352	8549	3352	8549	36919	707	707	36919	2224	2224	1938	12241	1938	12241	6078	6078	6861	6861
M00113	29	29	3119	3119	104	104	268	268	506	506	329	329	212	212	756	756	1332	1332	105	3	3	3	3	105	2	528	592	2	592	528	9928	9928	4	16	261	261	4	16	116	431	6	1	116	6	1	14	431	14	8351	0	0	0	0	8351	7836	28	0	3	28	3	0	7836	44	151	151	6	6	1706	2	2	44	1706	186	44	501	462	501	296	945	462	296	945	186	1	1	3	3	23	6	23	6	9	9	4	586	4793	4	8324	8324	586	164	302	902	902	164	4793	2300	302	27	27	671	34	34	652	2300	671	10	652	44	10	0	0	13428	127	127	248	13428	248	121	121	104	104	2	2	15	17	15	17	131	131	302	302	38	38	2	0	2	0	573	573	3196	4	3196	4	1750	9601	1750	20	9601	20	783	165	165	314	314	783	2587	2587	411	411	28551	28551	20503	20503	23602	2859	23602	2859	74418	14431	14431	74418	6165	6165	78774	7108	78774	7108	5062	5062	12516	12516
M00114	88705	88705	121432	121432	148763	148763	198860	198860	222816	222816	130973	130973	293295	293295	118474	118474	96143	96143	234329	83315	94525	83315	94525	234329	30947	175539	123108	30947	123108	175539	91709	91709	70778	137747	72257	72257	70778	137747	169445	181071	84044	131721	169445	84044	131721	64715	181071	64715	168905	59443	48343	59443	48343	168905	282723	117889	51004	55944	117889	55944	51004	282723	291036	107710	107710	21008	21008	258662	96897	96897	179447	258662	818925	179447	191159	220294	191159	93393	296975	220294	93393	296975	818925	202195	202195	42396	42396	73113	38734	73113	38734	60518	60518	71085	249947	368254	71085	143326	143326	249947	1339938	249253	194180	194180	1339938	368254	209446	249253	108124	108124	267107	44989	44989	238862	209446	267107	122522	238862	291036	122522	32929	32929	181873	147154	147154	110133	181873	110133	142027	142027	54999	54999	96689	96689	233014	110999	233014	110999	112157	112157	94513	94513	35340	35340	39384	138516	39384	138516	205798	205798	144412	194103	144412	194103	181352	133717	181352	95015	133717	95015	345600	175943	175943	306625	306625	345600	405774	405774	194932	194932	3324071	3324071	3595484	3595484	3011805	3296502	3011805	3296502	2784882	1618409	1618409	2784882	2782538	2782538	2618155	2713892	2618155	2713892	3471899	3471899	3760403	3760403
M00115	44225	44225	106019	106019	109142	109142	205791	205791	260203	260203	136520	136520	343474	343474	186065	186065	99813	99813	195147	52612	27611	52612	27611	195147	20206	163570	132004	20206	132004	163570	82306	82306	40863	86961	78364	78364	40863	86961	124360	189223	48775	175204	124360	48775	175204	35747	189223	35747	180037	37829	27565	37829	27565	180037	262412	60918	21902	31295	60918	31295	21902	262412	475631	88742	88742	7747	7747	220642	193532	193532	80508	220642	587372	80508	169083	204734	169083	72477	342161	204734	72477	342161	587372	148565	148565	22092	22092	43426	13674	43426	13674	36690	36690	42885	259790	310331	42885	185639	185639	259790	904669	226732	162089	162089	904669	310331	192076	226732	53100	53100	272737	36992	36992	228962	192076	272737	71259	228962	475631	71259	17427	17427	210578	147086	147086	87664	210578	87664	140815	140815	20250	20250	48601	48601	80113	77111	80113	77111	93948	93948	53174	53174	27119	27119	21945	71676	21945	71676	155130	155130	148460	88019	148460	88019	174988	139512	174988	57474	139512	57474	394417	158460	158460	262657	262657	394417	366511	366511	203559	203559	4098789	4098789	3582357	3582357	2345728	2890420	2345728	2890420	2871775	1699829	1699829	2871775	2658308	2658308	2667877	2404804	2667877	2404804	3914393	3914393	3831632	3831632
M00116	8962	8962	35311	35311	58105	58105	78513	78513	53822	53822	41426	41426	105964	105964	107064	107064	41515	41515	117805	59806	12859	59806	12859	117805	28098	46231	67528	28098	67528	46231	64415	64415	10747	58585	38738	38738	10747	58585	65892	67609	53520	56068	65892	53520	56068	17259	67609	17259	74379	37900	20871	37900	20871	74379	116653	23345	31795	24600	23345	24600	31795	116653	365179	36785	36785	7376	7376	92019	26750	26750	114328	92019	40386	114328	81199	79494	81199	25712	73035	79494	25712	73035	40386	115239	115239	15375	15375	17594	13628	17594	13628	34507	34507	54651	67362	252421	54651	62272	62272	67362	38865	115857	81097	81097	38865	252421	86070	115857	69271	69271	71598	26289	26289	75209	86070	71598	85367	75209	365179	85367	15663	15663	92921	59950	59950	29883	92921	29883	48008	48008	16463	16463	53323	53323	91181	41232	91181	41232	38896	38896	61362	61362	25044	25044	35985	97740	35985	97740	45417	45417	31258	132956	31258	132956	77273	84760	77273	63395	84760	63395	130081	65879	65879	239256	239256	130081	237887	237887	50932	50932	2474898	2474898	1538940	1538940	1438181	1932190	1438181	1932190	1135238	800642	800642	1135238	1032133	1032133	1078798	1212329	1078798	1212329	920573	920573	1662335	1662335
M00117	2342	2342	19429	19429	17795	17795	23376	23376	67998	67998	14771	14771	56835	56835	16681	16681	22091	22091	40218	10364	10815	10364	10815	40218	5606	34969	10592	5606	10592	34969	50782	50782	5787	28203	8657	8657	5787	28203	42410	31723	21427	16741	42410	21427	16741	10434	31723	10434	58234	6659	10565	6659	10565	58234	69495	6151	8805	12138	6151	12138	8805	69495	35980	14667	14667	2448	2448	37022	7660	7660	23172	37022	12084	23172	26309	31347	26309	5982	39982	31347	5982	39982	12084	46618	46618	10260	10260	7321	4794	7321	4794	13658	13658	10921	38287	73421	10921	36387	36387	38287	14116	41696	24997	24997	14116	73421	35655	41696	24047	24047	31993	13546	13546	40107	35655	31993	21805	40107	35980	21805	3967	3967	51535	19699	19699	11317	51535	11317	17977	17977	5149	5149	20288	20288	23776	25488	23776	25488	12808	12808	18697	18697	10599	10599	6086	20798	6086	20798	17470	17470	38200	38107	38200	38107	28561	59517	28561	16689	59517	16689	78455	18305	18305	30635	30635	78455	77335	77335	22896	22896	596157	596157	865975	865975	542999	762680	542999	762680	588064	296102	296102	588064	586779	586779	663716	464832	663716	464832	566618	566618	630433	630433
M00118	2099	2099	16777	16777	6229	6229	21249	21249	13966	13966	4846	4846	4936	4936	6227	6227	3208	3208	15459	7959	4926	7959	4926	15459	6398	7250	2062	6398	2062	7250	15161	15161	5093	14639	483	483	5093	14639	7516	6000	16584	6666	7516	16584	6666	6943	6000	6943	13569	3709	7874	3709	7874	13569	9249	8257	3927	14044	8257	14044	3927	9249	1969	4279	4279	1659	1659	5153	4088	4088	22562	5153	10901	22562	10781	14114	10781	1461	24780	14114	1461	24780	10901	27358	27358	9127	9127	7310	2992	7310	2992	9430	9430	8051	10015	27056	8051	10872	10872	10015	13912	3503	2990	2990	13912	27056	9891	3503	15898	15898	8151	11112	11112	9063	9891	8151	12446	9063	1969	12446	1922	1922	13467	9040	9040	2285	13467	2285	5979	5979	3628	3628	10726	10726	17010	14953	17010	14953	3996	3996	20217	20217	4645	4645	9428	10695	9428	10695	10872	10872	18804	23740	18804	23740	4290	22745	4290	11156	22745	11156	10124	3987	3987	9950	9950	10124	17332	17332	6410	6410	326108	326108	148575	148575	98887	241481	98887	241481	150608	152508	152508	150608	118846	118846	138361	207380	138361	207380	53651	53651	145361	145361
M00119	13192	13192	64530	64530	79962	79962	157600	157600	150864	150864	95519	95519	201503	201503	183747	183747	68179	68179	152919	33285	19323	33285	19323	152919	10647	112397	116706	10647	116706	112397	54335	54335	12192	48761	61973	61973	12192	48761	97216	122035	34345	38251	97216	34345	38251	15649	122035	15649	120955	22165	16042	22165	16042	120955	166243	21631	18719	19986	21631	19986	18719	166243	533835	62488	62488	6317	6317	156528	21447	21447	49404	156528	702333	49404	117097	140305	117097	46830	217348	140305	46830	217348	702333	75388	75388	15400	15400	16810	9270	16810	9270	23213	23213	34365	169690	247099	34365	77771	77771	169690	82308	167413	114120	114120	82308	247099	149782	167413	41998	41998	175986	20856	20856	152498	149782	175986	45127	152498	533835	45127	10251	10251	154816	121990	121990	63652	154816	63652	73951	73951	14535	14535	36102	36102	50022	41203	50022	41203	72152	72152	40801	40801	16066	16066	14512	50311	14512	50311	101480	101480	85575	76574	85575	76574	123659	89907	123659	38814	89907	38814	245167	112618	112618	208901	208901	245167	255428	255428	125149	125149	3980550	3980550	2543781	2543781	1748469	2315468	1748469	2315468	1982470	985772	985772	1982470	1725418	1725418	1795644	1791703	1795644	1791703	2602442	2602442	2720028	2720028
M00120	91616	91616	64060	64060	107745	107745	270771	270771	209986	209986	106476	106476	247920	247920	380721	380721	89997	89997	167604	62770	71246	62770	71246	167604	32621	110762	220801	32621	220801	110762	63440	63440	73926	85920	119717	119717	73926	85920	106880	154806	56185	57605	106880	56185	57605	50630	154806	50630	156145	33977	32700	33977	32700	156145	154238	119500	27778	37054	119500	37054	27778	154238	914993	59126	59126	13695	13695	210009	35993	35993	90443	210009	1045367	90443	110027	166860	110027	69462	445650	166860	69462	445650	1045367	144948	144948	26564	26564	74466	22870	74466	22870	40651	40651	49894	250352	237484	49894	72206	72206	250352	1469507	164142	150366	150366	1469507	237484	170470	164142	62290	62290	264949	40375	40375	262570	170470	264949	88245	262570	914993	88245	23280	23280	242140	194573	194573	69635	242140	69635	59318	59318	49095	49095	56998	56998	81496	79382	81496	79382	55695	55695	72557	72557	24039	24039	33331	71721	33331	71721	133654	133654	120407	127651	120407	127651	126661	92796	126661	64690	92796	64690	232950	139561	139561	598540	598540	232950	201058	201058	181988	181988	7471761	7471761	2761308	2761308	1867767	2160149	1867767	2160149	2513081	1121020	1121020	2513081	1689375	1689375	2420232	1779687	2420232	1779687	3730636	3730636	2892513	2892513
