	MMPC19392645OR	MMPC19392645OR	MMPC13726847ST	MMPC13726847ST	MMPC12800445ST	MMPC12800445ST	MMPC16706723ST	MMPC16706723ST	MMPC16651671ST	MMPC16651671ST	MMPC21449543ST	MMPC21449543ST	MMPC17251241ST	MMPC17251241ST	MMPC24035292ST	MMPC24035292ST	MMPC16382508ST	MMPC16382508ST	MMPC20689138ST	MMPC19824023OR	MMPC52849207OR	MMPC19824023OR	MMPC52849207OR	MMPC20689138ST	MMPC52574889OR	MMPC30948868ST	MMPC53642802ST	MMPC52574889OR	MMPC53642802ST	MMPC30948868ST	MMPC34174031ST	MMPC34174031ST	MMPC54012223OR	MMPC28881424OR	MMPC54944306ST	MMPC54944306ST	MMPC54012223OR	MMPC28881424OR	MMPC40914520ST	MMPC22312907ST	MMPC54160426OR	MMPC32262645OR	MMPC40914520ST	MMPC54160426OR	MMPC32262645OR	MMPC54455576OR	MMPC22312907ST	MMPC54455576OR	MMPC23660755ST	MMPC55889507OR	MMPC51170653OR	MMPC55889507OR	MMPC51170653OR	MMPC23660755ST	MMPC22175846ST	MMPC55860177OR	MMPC56085636OR	MMPC56843559OR	MMPC55860177OR	MMPC56843559OR	MMPC56085636OR	MMPC22175846ST	MMPC11597832ST	MMPC60840390ST	MMPC60840390ST	MMPC61873807OR	MMPC61873807OR	MMPC52379257ST	MMPC60116897OR	MMPC60116897OR	MMPC57142773OR	MMPC52379257ST	MMPC27383418OR	MMPC57142773OR	MMPC59659730ST	MMPC55225619ST	MMPC59659730ST	MMPC63364113ST	MMPC48152369ST	MMPC55225619ST	MMPC63364113ST	MMPC48152369ST	MMPC27383418OR	MMPC41357154OR	MMPC41357154OR	MMPC64423720OR	MMPC64423720OR	MMPC63628582OR	MMPC66171614OR	MMPC63628582OR	MMPC66171614OR	MMPC65407889OR	MMPC65407889OR	MMPC60219907OR	MMPC59362655ST	MMPC19619725ST	MMPC60219907OR	MMPC65662501ST	MMPC65662501ST	MMPC59362655ST	MMPC57477276OR	MMPC57469621ST	MMPC64434180ST	MMPC64434180ST	MMPC57477276OR	MMPC19619725ST	MMPC55161862ST	MMPC57469621ST	MMPC65022621OR	MMPC65022621OR	MMPC59151585ST	MMPC58110896OR	MMPC58110896OR	MMPC63481302ST	MMPC55161862ST	MMPC59151585ST	MMPC62647302OR	MMPC63481302ST	MMPC11597832ST	MMPC62647302OR	MMPC71889536OR	MMPC71889536OR	MMPC54830782ST	MMPC68695449ST	MMPC68695449ST	MMPC82779175ST	MMPC54830782ST	MMPC82779175ST	MMPC83679680ST	MMPC83679680ST	MMPC95862719OR	MMPC95862719OR	MMPC73162206OR	MMPC73162206OR	MMPC68638114OR	MMPC65660081OR	MMPC68638114OR	MMPC65660081OR	MMPC99615156ST	MMPC99615156ST	MMPC64507639OR	MMPC64507639OR	MMPC87948870OR	MMPC87948870OR	MMPC86976445OR	MMPC84070936OR	MMPC86976445OR	MMPC84070936OR	MMPC88343716ST	MMPC88343716ST	MMPC83312436ST	MMPC85565182OR	MMPC83312436ST	MMPC85565182OR	MMPC67317135ST	MMPC93983194ST	MMPC67317135ST	MMPC72235353OR	MMPC93983194ST	MMPC72235353OR	MMPC12345974ST	MMPC11113549ST	MMPC11113549ST	MMPC84979047ST	MMPC84979047ST	MMPC12345974ST	MMPC96182596ST	MMPC96182596ST	MMPC82784238ST	MMPC82784238ST	MMPC68480658ST	MMPC68480658ST	MMPC63233635ST	MMPC63233635ST	MMPC14211565ST	MMPC49013463ST	MMPC14211565ST	MMPC49013463ST	MMPC73667956ST	MMPC61634104ST	MMPC61634104ST	MMPC73667956ST	MMPC53747560ST	MMPC53747560ST	MMPC23673679ST	MMPC96048560ST	MMPC23673679ST	MMPC96048560ST	MMPC43926327ST	MMPC43926327ST	MMPC10431544ST	MMPC10431544ST
R00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R00355	6684	6684	38533	38533	41421	41421	73604	73604	88664	88664	44854	44854	85280	85280	35626	35626	34084	34084	71725	22687	8884	22687	8884	71725	7800	54053	32738	7800	32738	54053	26240	26240	9788	23285	19717	19717	9788	23285	56500	62954	22983	23318	56500	22983	23318	14407	62954	14407	68247	12553	16169	12553	16169	68247	96574	10793	10024	20764	10793	20764	10024	96574	68869	29125	29125	3868	3868	71581	10632	10632	39601	71581	66758	39601	57566	65725	57566	33100	105824	65725	33100	105824	66758	47082	47082	13059	13059	17197	6076	17197	6076	16453	16453	18033	87431	104698	18033	37818	37818	87431	43465	73819	63973	63973	43465	104698	65805	73819	39437	39437	95965	16757	16757	76669	65805	95965	29252	76669	68869	29252	5284	5284	62183	43193	43193	32103	62183	32103	36898	36898	4562	4562	21552	21552	42180	24753	42180	24753	35128	35128	26666	26666	10851	10851	8679	30295	8679	30295	52436	52436	57844	44435	57844	44435	58414	51322	58414	28404	51322	28404	132951	57090	57090	102793	102793	132951	109826	109826	63184	63184	1085581	1085581	1133217	1133217	787778	1139022	787778	1139022	929800	658569	658569	929800	936858	936858	937678	887522	937678	887522	1224817	1224817	1240114	1240114
R00357	1434	1434	32736	32736	28877	28877	43445	43445	80976	80976	41611	41611	81981	81981	24098	24098	25005	25005	60058	5744	498	5744	498	60058	1031	55486	23544	1031	23544	55486	28724	28724	3392	32115	16754	16754	3392	32115	32500	50961	8551	9289	32500	8551	9289	4838	50961	4838	52937	7192	2251	7192	2251	52937	71581	929	1442	1621	929	1621	1442	71581	52540	27928	27928	797	797	58404	4312	4312	10096	58404	23059	10096	42188	64505	42188	19033	88854	64505	19033	88854	23059	50936	50936	880	880	978	433	978	433	6685	6685	7552	79635	82729	7552	32684	32684	79635	5584	65847	42935	42935	5584	82729	51213	65847	7111	7111	77708	9680	9680	65959	51213	77708	13037	65959	52540	13037	1728	1728	54689	32732	32732	22997	54689	22997	31297	31297	509	509	3374	3374	5943	31806	5943	31806	31312	31312	10238	10238	7679	7679	3375	8063	3375	8063	37186	37186	43209	6307	43209	6307	52958	45935	52958	6167	45935	6167	111642	43188	43188	57985	57985	111642	96103	96103	57210	57210	541143	541143	945652	945652	629405	752139	629405	752139	753342	346661	346661	753342	686495	686495	711021	619962	711021	619962	1265445	1265445	1002837	1002837
R00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R00360	242	242	1425	1425	1	1	82	82	26	26	22	22	17	17	391	391	878	878	16	502	202	502	202	16	149	224	353	149	353	224	5140	5140	1462	7986	42	42	1462	7986	11	145	2282	641	11	2282	641	1141	145	1141	4385	902	419	902	419	4385	4892	1797	825	603	1797	603	825	4892	7	3	3	85	85	854	862	862	1512	854	1181	1512	13	130	13	85	21	130	85	21	1181	11508	11508	532	532	532	94	532	94	1515	1515	1310	292	2999	1310	3686	3686	292	1132	122	164	164	1132	2999	792	122	396	396	6	2881	2881	59	792	6	2283	59	7	2283	273	273	5445	17	17	54	5445	54	87	87	405	405	975	975	485	7771	485	7771	33	33	4529	4529	2225	2225	382	810	382	810	93	93	2174	5044	2174	5044	734	6247	734	796	6247	796	160	2	2	92	92	160	1310	1310	115	115	16889	16889	11141	11141	13750	1469	13750	1469	31162	9818	9818	31162	1871	1871	52115	3052	52115	3052	136	136	962	962
R00361	242	242	1425	1425	1	1	82	82	26	26	22	22	17	17	391	391	878	878	16	502	202	502	202	16	149	224	353	149	353	224	5140	5140	1462	7986	42	42	1462	7986	11	145	2282	641	11	2282	641	1141	145	1141	4385	902	419	902	419	4385	4892	1797	825	603	1797	603	825	4892	7	3	3	85	85	854	862	862	1512	854	1181	1512	13	130	13	85	21	130	85	21	1181	11508	11508	532	532	532	94	532	94	1515	1515	1310	292	2999	1310	3686	3686	292	1132	122	164	164	1132	2999	792	122	396	396	6	2881	2881	59	792	6	2283	59	7	2283	273	273	5445	17	17	54	5445	54	87	87	405	405	975	975	485	7771	485	7771	33	33	4529	4529	2225	2225	382	810	382	810	93	93	2174	5044	2174	5044	734	6247	734	796	6247	796	160	2	2	92	92	160	1310	1310	115	115	16889	16889	11141	11141	13750	1469	13750	1469	31162	9818	9818	31162	1871	1871	52115	3052	52115	3052	136	136	962	962
R00362	982	982	5209	5209	7993	7993	12179	12179	9272	9272	5202	5202	5265	5265	2026	2026	6899	6899	9587	4893	1170	4893	1170	9587	1515	7234	4650	1515	4650	7234	9422	9422	901	5147	1333	1333	901	5147	4299	8204	4860	5485	4299	4860	5485	2416	8204	2416	27926	3049	1986	3049	1986	27926	13225	2462	4446	3245	2462	3245	4446	13225	5675	2664	2664	581	581	10803	3133	3133	7785	10803	29419	7785	12443	12706	12443	2661	15445	12706	2661	15445	29419	7902	7902	1881	1881	2324	2652	2324	2652	3701	3701	5606	8625	16074	5606	9124	9124	8625	3533	8477	2725	2725	3533	16074	6567	8477	14126	14126	11507	2746	2746	6752	6567	11507	9812	6752	5675	9812	1462	1462	12644	5012	5012	2672	12644	2672	4802	4802	2397	2397	5730	5730	8320	4182	8320	4182	6443	6443	6367	6367	2581	2581	2002	6693	2002	6693	4056	4056	8291	13295	8291	13295	11134	9987	11134	5571	9987	5571	8174	4527	4527	15636	15636	8174	5993	5993	10987	10987	289842	289842	132080	132080	234689	332157	234689	332157	135598	195209	195209	135598	124496	124496	353011	148097	353011	148097	171694	171694	143951	143951
R00366	19	19	20	20	29	29	48	48	58	58	74	74	122	122	10	10	345	345	18	275	18	275	18	18	0	29	36	0	36	29	41	41	0	0	10	10	0	0	26	62	36	1	26	36	1	0	62	0	2	0	0	0	0	2	153	2	0	0	2	0	0	153	561	261	261	0	0	85	1	1	0	85	1	0	44	34	44	29	75	34	29	75	1	258	258	12	12	0	0	0	0	0	0	0	195	22	0	12	12	195	6	133	22	22	6	22	241	133	0	0	66	1	1	28	241	66	0	28	561	0	10	10	162	70	70	254	162	254	61	61	0	0	0	0	0	0	0	0	140	140	0	0	21	21	0	0	0	0	211	211	35	0	35	0	170	254	170	0	254	0	36	61	61	30	30	36	147	147	644	644	15	15	1901	1901	460	425	460	425	1024	0	0	1024	621	621	1000	931	1000	931	702	702	315	315
R00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R00369	5	5	222	222	24	24	189	189	154	154	103	103	86	86	111	111	315	315	49	0	0	0	0	49	0	46	140	0	140	46	96	96	1	0	26	26	1	0	9	61	0	0	9	0	0	1	61	1	199	0	0	0	0	199	1169	2	0	5	2	5	0	1169	586	36	36	0	0	198	0	0	0	198	7	0	16	172	16	30	140	172	30	140	7	0	0	0	0	20	2	20	2	0	0	1	142	440	1	39	39	142	12	99	51	51	12	440	516	99	2	2	170	0	0	73	516	170	3	73	586	3	0	0	337	121	121	28	337	28	45	45	11	11	0	0	0	0	0	0	9	9	1	1	0	0	0	0	0	0	96	96	446	0	446	0	50	599	50	0	599	0	171	103	103	236	236	171	83	83	116	116	10109	10109	2505	2505	1687	1755	1687	1755	4946	234	234	4946	5339	5339	2788	2240	2788	2240	3313	3313	1619	1619
R00371	1927	1927	14987	14987	20905	20905	19153	19153	27001	27001	18013	18013	51240	51240	10230	10230	13839	13839	33170	13134	1225	13134	1225	33170	2937	21784	10315	2937	10315	21784	22935	22935	864	8543	10704	10704	864	8543	25280	34970	4140	13182	25280	4140	13182	2602	34970	2602	32201	8027	7565	8027	7565	32201	52784	1261	3507	3782	1261	3782	3507	52784	31665	16180	16180	1450	1450	34114	3189	3189	14565	34114	509072	14565	42639	34475	42639	10154	39758	34475	10154	39758	509072	20275	20275	2235	2235	1671	1073	1671	1073	4944	4944	19343	27505	61209	19343	22587	22587	27505	7090	45642	30667	30667	7090	61209	35836	45642	10826	10826	27227	3269	3269	29899	35836	27227	15356	29899	31665	15356	3254	3254	30977	13365	13365	17319	30977	17319	22561	22561	1284	1284	5627	5627	14031	8138	14031	8138	15287	15287	6943	6943	6446	6446	1980	13708	1980	13708	15138	15138	16275	9191	16275	9191	25662	26540	25662	12133	26540	12133	82161	23154	23154	29747	29747	82161	172862	172862	23914	23914	434132	434132	719439	719439	554142	602408	554142	602408	460945	147782	147782	460945	567630	567630	312952	428450	312952	428450	366897	366897	606329	606329
R00372	5	5	222	222	24	24	189	189	154	154	103	103	86	86	111	111	315	315	49	0	0	0	0	49	0	46	140	0	140	46	96	96	1	0	26	26	1	0	9	61	0	0	9	0	0	1	61	1	199	0	0	0	0	199	1169	2	0	5	2	5	0	1169	586	36	36	0	0	198	0	0	0	198	7	0	16	172	16	30	140	172	30	140	7	0	0	0	0	20	2	20	2	0	0	1	142	440	1	39	39	142	12	99	51	51	12	440	516	99	2	2	170	0	0	73	516	170	3	73	586	3	0	0	337	121	121	28	337	28	45	45	11	11	0	0	0	0	0	0	9	9	1	1	0	0	0	0	0	0	96	96	446	0	446	0	50	599	50	0	599	0	171	103	103	236	236	171	83	83	116	116	10109	10109	2505	2505	1687	1755	1687	1755	4946	234	234	4946	5339	5339	2788	2240	2788	2240	3313	3313	1619	1619
R00374	0	0	1	1	3	3	0	0	11	11	53	53	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	36	0	0	0	0	36	1	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	2	0	0	2	5	2	0	97	5	0	97	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	22	22	1	0	0	1	0	0	10	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8	8	21	0	21	0	0	0	0	0	0	0	30	3	3	3	3	30	0	0	2	2	6	6	1266	1266	0	15	0	15	143	0	0	143	0	0	62	0	62	0	713	713	33	33
R00375	178303	178303	337408	337408	320112	320112	488172	488172	650779	650779	384160	384160	759603	759603	236553	236553	313332	313332	530517	270813	152669	270813	152669	530517	97680	484331	251972	97680	251972	484331	248226	248226	165967	583386	183947	183947	165967	583386	396804	464121	250258	451380	396804	250258	451380	165951	464121	165951	483058	158262	136309	158262	136309	483058	739281	267565	181453	192111	267565	192111	181453	739281	430576	266166	266166	37595	37595	601474	385108	385108	420150	601474	2397059	420150	484512	512321	484512	259904	1104499	512321	259904	1104499	2397059	569358	569358	141825	141825	186174	80026	186174	80026	200486	200486	231800	664530	760669	231800	430182	430182	664530	2367781	570306	459554	459554	2367781	760669	482373	570306	300516	300516	841586	147977	147977	617440	482373	841586	360014	617440	430576	360014	78523	78523	534030	338138	338138	291986	534030	291986	348356	348356	95909	95909	244088	244088	555257	495307	555257	495307	272978	272978	358383	358383	117101	117101	165630	402532	165630	402532	502864	502864	450010	648294	450010	648294	509173	360516	509173	348190	360516	348190	925258	458964	458964	536104	536104	925258	754153	754153	647046	647046	7011771	7011771	9077790	9077790	6528956	8558747	6528956	8558747	7625939	4753220	4753220	7625939	6658547	6658547	7056424	6806954	7056424	6806954	10028707	10028707	8852667	8852667
R00376	178303	178303	337408	337408	320112	320112	488172	488172	650779	650779	384160	384160	759603	759603	236553	236553	313332	313332	530517	270813	152669	270813	152669	530517	97680	484331	251972	97680	251972	484331	248226	248226	165967	583386	183947	183947	165967	583386	396804	464121	250258	451380	396804	250258	451380	165951	464121	165951	483058	158262	136309	158262	136309	483058	739281	267565	181453	192111	267565	192111	181453	739281	430576	266166	266166	37595	37595	601474	385108	385108	420150	601474	2397059	420150	484512	512321	484512	259904	1104499	512321	259904	1104499	2397059	569358	569358	141825	141825	186174	80026	186174	80026	200486	200486	231800	664530	760669	231800	430182	430182	664530	2367781	570306	459554	459554	2367781	760669	482373	570306	300516	300516	841586	147977	147977	617440	482373	841586	360014	617440	430576	360014	78523	78523	534030	338138	338138	291986	534030	291986	348356	348356	95909	95909	244088	244088	555257	495307	555257	495307	272978	272978	358383	358383	117101	117101	165630	402532	165630	402532	502864	502864	450010	648294	450010	648294	509173	360516	509173	348190	360516	348190	925258	458964	458964	536104	536104	925258	754153	754153	647046	647046	7011771	7011771	9077790	9077790	6528956	8558747	6528956	8558747	7625939	4753220	4753220	7625939	6658547	6658547	7056424	6806954	7056424	6806954	10028707	10028707	8852667	8852667
R00377	178303	178303	337408	337408	320112	320112	488172	488172	650779	650779	384160	384160	759603	759603	236553	236553	313332	313332	530517	270813	152669	270813	152669	530517	97680	484331	251972	97680	251972	484331	248226	248226	165967	583386	183947	183947	165967	583386	396804	464121	250258	451380	396804	250258	451380	165951	464121	165951	483058	158262	136309	158262	136309	483058	739281	267565	181453	192111	267565	192111	181453	739281	430576	266166	266166	37595	37595	601474	385108	385108	420150	601474	2397059	420150	484512	512321	484512	259904	1104499	512321	259904	1104499	2397059	569358	569358	141825	141825	186174	80026	186174	80026	200486	200486	231800	664530	760669	231800	430182	430182	664530	2367781	570306	459554	459554	2367781	760669	482373	570306	300516	300516	841586	147977	147977	617440	482373	841586	360014	617440	430576	360014	78523	78523	534030	338138	338138	291986	534030	291986	348356	348356	95909	95909	244088	244088	555257	495307	555257	495307	272978	272978	358383	358383	117101	117101	165630	402532	165630	402532	502864	502864	450010	648294	450010	648294	509173	360516	509173	348190	360516	348190	925258	458964	458964	536104	536104	925258	754153	754153	647046	647046	7011771	7011771	9077790	9077790	6528956	8558747	6528956	8558747	7625939	4753220	4753220	7625939	6658547	6658547	7056424	6806954	7056424	6806954	10028707	10028707	8852667	8852667
R00378	178303	178303	337408	337408	320112	320112	488172	488172	650779	650779	384160	384160	759603	759603	236553	236553	313332	313332	530517	270813	152669	270813	152669	530517	97680	484331	251972	97680	251972	484331	248226	248226	165967	583386	183947	183947	165967	583386	396804	464121	250258	451380	396804	250258	451380	165951	464121	165951	483058	158262	136309	158262	136309	483058	739281	267565	181453	192111	267565	192111	181453	739281	430576	266166	266166	37595	37595	601474	385108	385108	420150	601474	2397059	420150	484512	512321	484512	259904	1104499	512321	259904	1104499	2397059	569358	569358	141825	141825	186174	80026	186174	80026	200486	200486	231800	664530	760669	231800	430182	430182	664530	2367781	570306	459554	459554	2367781	760669	482373	570306	300516	300516	841586	147977	147977	617440	482373	841586	360014	617440	430576	360014	78523	78523	534030	338138	338138	291986	534030	291986	348356	348356	95909	95909	244088	244088	555257	495307	555257	495307	272978	272978	358383	358383	117101	117101	165630	402532	165630	402532	502864	502864	450010	648294	450010	648294	509173	360516	509173	348190	360516	348190	925258	458964	458964	536104	536104	925258	754153	754153	647046	647046	7011771	7011771	9077790	9077790	6528956	8558747	6528956	8558747	7625939	4753220	4753220	7625939	6658547	6658547	7056424	6806954	7056424	6806954	10028707	10028707	8852667	8852667
R00381	407	407	5117	5117	10360	10360	6616	6616	5479	5479	6897	6897	22671	22671	11596	11596	6635	6635	19625	2503	794	2503	794	19625	1537	8821	7858	1537	7858	8821	4549	4549	1375	5259	3854	3854	1375	5259	9261	11376	3970	1431	9261	3970	1431	739	11376	739	13473	1401	929	1401	929	13473	20736	2227	1933	794	2227	794	1933	20736	40782	8760	8760	216	216	16094	1703	1703	4028	16094	2096	4028	14480	15026	14480	5579	13694	15026	5579	13694	2096	8089	8089	841	841	1263	600	1263	600	2008	2008	2491	10251	36468	2491	4346	4346	10251	1953	14129	12180	12180	1953	36468	17807	14129	743	743	13615	2476	2476	11289	17807	13615	4178	11289	40782	4178	866	866	8873	5517	5517	9023	8873	9023	8470	8470	850	850	2952	2952	3996	4229	3996	4229	8309	8309	4283	4283	1581	1581	2038	3432	2038	3432	6313	6313	4617	10972	4617	10972	10308	7233	10308	2687	7233	2687	25452	15965	15965	20953	20953	25452	52011	52011	10423	10423	315136	315136	223628	223628	251090	198068	251090	198068	162484	18854	18854	162484	119349	119349	75476	131955	75476	131955	116288	116288	342821	342821
R00382	6244	6244	33137	33137	29768	29768	50872	50872	75735	75735	39303	39303	66895	66895	22729	22729	38699	38699	55363	25978	7197	25978	7197	55363	12189	54824	20986	12189	20986	54824	27516	27516	8583	41007	16224	16224	8583	41007	38121	55672	30764	28631	38121	30764	28631	13031	55672	13031	56547	17995	12553	17995	12553	56547	83397	11118	11562	19276	11118	19276	11562	83397	43438	26572	26572	3715	3715	61774	13234	13234	49404	61774	26283	49404	41002	51093	41002	23941	85069	51093	23941	85069	26283	73963	73963	14964	14964	11141	5665	11141	5665	22693	22693	26398	64851	96375	26398	30579	30579	64851	36868	59638	59205	59205	36868	96375	54460	59638	30840	30840	73210	18270	18270	61995	54460	73210	42037	61995	43438	42037	6677	6677	50327	34680	34680	30573	50327	30573	29252	29252	6263	6263	21592	21592	44266	36966	44266	36966	26206	26206	39480	39480	14762	14762	16001	37203	16001	37203	41579	41579	48003	61618	48003	61618	49980	39949	49980	32778	39949	32778	99510	48799	48799	58657	58657	99510	93424	93424	64718	64718	710148	710148	939608	939608	633211	845764	633211	845764	789214	451899	451899	789214	738417	738417	790929	686552	790929	686552	988387	988387	891618	891618
R00391	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	5	1	0	4	4	0	281	281	1	1	1	1	3	3	0	0
R00396	746	746	4801	4801	4916	4916	12086	12086	11088	11088	6987	6987	20186	20186	7117	7117	4088	4088	12077	1563	2603	1563	2603	12077	939	7358	3208	939	3208	7358	3832	3832	677	3504	3072	3072	677	3504	11782	12344	4518	3564	11782	4518	3564	1320	12344	1320	4213	1175	2564	1175	2564	4213	12235	1191	1821	1873	1191	1873	1821	12235	23949	4172	4172	1112	1112	9094	1142	1142	6297	9094	4127	6297	13175	8951	13175	2435	17872	8951	2435	17872	4127	4471	4471	2274	2274	1305	634	1305	634	2435	2435	1079	9807	19330	1079	6780	6780	9807	3094	14698	11559	11559	3094	19330	16042	14698	4710	4710	6236	1438	1438	10755	16042	6236	3158	10755	23949	3158	413	413	7795	7122	7122	6137	7795	6137	7413	7413	1059	1059	3950	3950	3609	3153	3609	3153	4098	4098	3105	3105	798	798	1091	4505	1091	4505	7639	7639	5500	7162	5500	7162	9849	6203	9849	3434	6203	3434	23483	5279	5279	12120	12120	23483	31107	31107	9143	9143	221700	221700	251736	251736	175957	222280	175957	222280	165462	140387	140387	165462	194238	194238	60743	163085	60743	163085	177042	177042	216519	216519
R00397	34	34	4168	4168	7674	7674	3376	3376	7659	7659	7208	7208	20955	20955	429	429	2020	2020	17164	80	4	80	4	17164	19	8650	351	19	351	8650	4947	4947	12	388	1071	1071	12	388	11378	8979	56	163	11378	56	163	45	8979	45	1666	53	39	53	39	1666	16169	10	135	11	10	11	135	16169	1391	7208	7208	17	17	4146	64	64	17	4146	58	17	16569	9367	16569	1410	11807	9367	1410	11807	58	158	158	11	11	18	15	18	15	141	141	18	5522	27695	18	6820	6820	5522	410	18420	12332	12332	410	27695	12690	18420	49	49	5632	4	4	9437	12690	5632	38	9437	1391	38	9	9	8550	5277	5277	5580	8550	5580	9565	9565	6	6	11	11	52	41	52	41	8132	8132	324	324	109	109	11	349	11	349	4884	4884	3314	164	3314	164	9782	6134	9782	71	6134	71	23126	6572	6572	947	947	23126	40996	40996	7342	7342	16367	16367	232419	232419	160355	216556	160355	216556	161601	5804	5804	161601	117206	117206	35170	133953	35170	133953	112632	112632	290914	290914
R00401	7880	7880	28944	28944	30510	30510	44298	44298	62088	62088	33909	33909	67656	67656	22485	22485	24938	24938	51444	26181	6217	26181	6217	51444	6464	35438	23906	6464	23906	35438	21206	21206	7225	24270	16769	16769	7225	24270	36234	50500	22662	24590	36234	22662	24590	11680	50500	11680	38440	14056	17299	14056	17299	38440	69193	12899	12193	16144	12899	16144	12193	69193	53942	22276	22276	2994	2994	52067	11497	11497	36580	52067	68628	36580	46337	50184	46337	19266	71608	50184	19266	71608	68628	36958	36958	10977	10977	11084	4758	11084	4758	14933	14933	19765	55581	81069	19765	26033	26033	55581	43365	57179	46603	46603	43365	81069	48782	57179	28081	28081	63882	12267	12267	54698	48782	63882	29266	54698	53942	29266	5313	5313	41195	29840	29840	24917	41195	24917	27476	27476	3854	3854	20721	20721	40655	20214	40655	20214	23049	23049	24407	24407	9741	9741	9037	33849	9037	33849	34939	34939	38024	52202	38024	52202	40421	35844	40421	31317	35844	31317	92678	43483	43483	69115	69115	92678	85080	85080	42355	42355	726628	726628	838462	838462	612467	783243	612467	783243	691392	385293	385293	691392	700329	700329	570826	629576	570826	629576	762291	762291	806348	806348
R00402	310	310	89	89	435	435	895	895	160	160	15	15	216	216	257	257	117	117	1898	1301	557	1301	557	1898	718	79	56	718	56	79	317	317	155	1656	53	53	155	1656	130	536	1540	2030	130	1540	2030	1096	536	1096	28	894	768	894	768	28	113	326	1391	1908	326	1908	1391	113	75	124	124	187	187	65	1248	1248	2856	65	1222	2856	90	459	90	30	215	459	30	215	1222	2943	2943	694	694	1059	1248	1059	1248	1484	1484	2273	133	1727	2273	862	862	133	1043	564	214	214	1043	1727	460	564	6579	6579	121	656	656	185	460	121	4825	185	75	4825	463	463	414	161	161	116	414	116	512	512	660	660	1995	1995	3446	1412	3446	1412	533	533	1857	1857	1106	1106	262	2899	262	2899	164	164	63	5154	63	5154	220	300	220	2155	300	2155	156	54	54	132	132	156	50	50	99	99	37144	37144	2428	2428	2132	92648	2132	92648	3149	316	316	3149	5577	5577	3503	33710	3503	33710	1041	1041	8660	8660
